node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear
490,491,0.984822496470666,-64.7460846756855,-6.76669874547425,-65.6058161397387,-7.38623441587267,0.984822496470666,0,2017.03426749448,2018.01908999095
491,492,0.0196161651494178,-65.6058161397387,-7.38623441587267,-69.5405348777163,-8.94976971136626,1.00443866162008,0.984822496470666,2018.01908999095,2018.0387061561
490,652,2.08374170163121,-64.7460846756855,-6.76669874547425,-62.2170795932095,-5.21176030882035,2.08374170163121,0,2017.03426749448,2019.11800919611
492,493,1.17342589916359,-69.5405348777163,-8.94976971136626,-69.540464721145,-8.95097775113369,2.17786456078368,1.00443866162008,2018.0387061561,2019.21213205526
493,494,0.00396481624981249,-69.540464721145,-8.95097775113369,-69.5389279766686,-8.9498510850543,2.18182937703349,2.17786456078368,2019.21213205526,2019.21609687151
494,496,0.000342981172486212,-69.5389279766686,-8.9498510850543,-69.538791665969,-8.9489794293482,2.18217235820597,2.18182937703349,2019.21609687151,2019.21643985269
496,497,0.37445941239981,-69.538791665969,-8.9489794293482,-69.5389916118333,-8.94836562129949,2.55663177060578,2.18217235820597,2019.21643985269,2019.59089926509
497,499,0.407814276452222,-69.5389916118333,-8.94836562129949,-67.4107589894835,-9.82464377275826,2.96444604705801,2.55663177060578,2019.59089926509,2019.99871354154
499,515,0.164486410057625,-67.4107589894835,-9.82464377275826,-67.8096425710905,-9.98909576859044,3.12893245711563,2.96444604705801,2019.99871354154,2020.1631999516
515,516,1.35228017812108,-67.8096425710905,-9.98909576859044,-62.5194145518122,-11.1206480124495,4.48121263523671,3.12893245711563,2020.1631999516,2021.51548012972
516,517,0.00111522997420632,-62.5194145518122,-11.1206480124495,-60.7753655487063,-13.0564445394867,4.48232786521092,4.48121263523671,2021.51548012972,2021.51659535969
496,525,2.35143075017402,-69.538791665969,-8.9489794293482,-69.538292352125,-8.94879994356983,4.53360310838,2.18217235820597,2019.21643985269,2021.56787060286
525,526,0.0153113445386923,-69.538292352125,-8.94879994356983,-69.5378365110752,-8.94967701221731,4.54891445291869,4.53360310838,2021.56787060286,2021.5831819474
526,527,0.0442465288475038,-69.5378365110752,-8.94967701221731,-69.539791776204,-8.95060451646511,4.59316098176619,4.54891445291869,2021.5831819474,2021.62742847625
527,528,0.00400817435018563,-69.539791776204,-8.95060451646511,-69.539821693144,-8.95068246436032,4.59716915611638,4.59316098176619,2021.62742847625,2021.6314366506
528,529,0.00967968612039405,-69.539821693144,-8.95068246436032,-69.5380964812329,-8.95186651089062,4.60684884223677,4.59716915611638,2021.6314366506,2021.64111633672
529,530,0.0312713754201126,-69.5380964812329,-8.95186651089062,-69.5379198741215,-8.94974256536645,4.63812021765688,4.60684884223677,2021.64111633672,2021.67238771214
530,531,0.08329959804919,-69.5379198741215,-8.94974256536645,-69.5398424457253,-8.94916746115747,4.72141981570607,4.63812021765688,2021.67238771214,2021.75568731019
531,532,0.00254461401991657,-69.5398424457253,-8.94916746115747,-69.5432617001061,-8.9516129485684,4.72396442972599,4.72141981570607,2021.75568731019,2021.75823192421
532,535,0.017546428383409,-69.5432617001061,-8.9516129485684,-69.5422011967808,-8.94888699600499,4.7415108581094,4.72396442972599,2021.75823192421,2021.77577835259
535,536,0.00206360516796478,-69.5422011967808,-8.94888699600499,-69.545392730101,-8.94600134264629,4.74357446327736,4.7415108581094,2021.77577835259,2021.77784195776
652,653,3.0976322448963,-62.2170795932095,-5.21176030882035,-60.0276491570164,-3.10633915618455,5.1813739465275,2.08374170163121,2019.11800919611,2022.21564144101
536,537,0.513670934105808,-69.545392730101,-8.94600134264629,-72.5561904694715,-7.68061477108837,5.25724539738317,4.74357446327736,2021.77784195776,2022.29151289186
537,538,0.00183631815902574,-72.5561904694715,-7.68061477108837,-72.6723732201211,-7.62792635750159,5.2590817155422,5.25724539738317,2022.29151289186,2022.29334921002
517,519,1.01023279173237,-60.7753655487063,-13.0564445394867,-63.2923436193354,-10.3735139373284,5.49256065694329,4.48232786521092,2021.51659535969,2022.52682815142
499,500,2.63629375926453,-67.4107589894835,-9.82464377275826,-67.8075953996868,-9.98025545098728,5.60073980632253,2.96444604705801,2019.99871354154,2022.6350073008
