Longitude,Latitude,occurrence
-43.654758,-22.6468326,1
-44.3252523,-3.139036,1
-69.9369359,-4.2314556,1
-60.1855862,-3.2799526,1
-56.0952985,-2.1633411,1
-43.1728965,-22.9068467,1
-67.7385254,-10.1527174,1
-39.5296849,-17.0388858,1
-39.108231,-13.0009593,1
-64.8095224,-3.213752,1
-41.033333,-12.633333,1
-59.3299299,-15.2324928,1
-63.0315319,-11.7655652,1
-40.3385246,-20.3196711,1
-63.1483782,-4.0912575,1
-39.4783429,-13.6873937,1
-51.92528,-14.235004,1
-42.8023065,-5.0961242,1
-38.8460564,-4.1477909,1
-41.0137662,-19.5124172,1
-56.0925824,-15.5954635,1
-49.3648447,-26.7850234,1
-62.4736737,-10.4283629,1
-38.9946356,-14.2801238,1
-52.0033808,0.901711,1
-44.2988947,-2.5306721,1
-54.0735023,-2.0009526,1
-54.7136192,-2.4406918,1
-47.7829078,-5.1729837,1
-39.5047077,-13.2288403,1
-54.621847699999996,-20.4648517,1
-40.2949184,-20.3477818,1
-35.0609851,-8.398109,1
-45.1861348,-22.8034818,1
-47.4529081,-0.7647697,1
-56.7114471,-2.1923571,1
-38.9208831,-4.2254002,1
-62.714513,-11.6939081,1
-40.1436124,-14.7926027,1
-61.9942416,-11.9292104,1
-37.0831456,-7.6937137,1
-40.3081052,-20.1279874,1
-43.3587013,-4.8653843,1
-67.9452551,-3.1045366,1
-39.0653656,-16.4443537,1
-39.0998832,-13.5378122,1
-49.9035717,-6.0687275,1
-62.5830424,-9.3689197,1
-63.3188037,-9.7205133,1
-39.420747,-13.4499324,1
-41.1225256,-20.0795654,1
-35.1008671,-7.6647654,1
-54.7365082,-1.9472294,1
-64.7091998,-3.3473698,1
-47.5569422,-4.2930076,1
-60.5450076,-13.1209832,1
-40.6045344,-18.6212727,1
-72.7893354,-8.947882,1
-39.3766204,-14.6749069,1
-62.6729871,-11.0305399,1
-66.896917,-4.8773198,1
-41.5107931,-20.2349041,1
-48.9170691,-27.0989969,1
-49.4987339,-2.2442314,1
-57.8714674,-2.5690663,1
-72.6745696,-7.6283588,1
-55.1216544,-1.8901001,1
-39.4861642,-13.7453289,1
-34.9037314,-8.036285,1
-52.8901821,-3.4449038,1
-35.5216105,-8.7081827,1
-44.1772604,-22.5408519,1
-66.095898,-2.5151683,1
-48.4273508,-17.3268069,1
-47.1788727,-1.1922171,1
-42.6280223,-19.5195034,1
-43.6995759,-22.7472448,1
-35.4501983,-7.5557028,1
-44.3845288,-5.5785319,1
-38.9173648,-12.777364,1
-39.60207,-13.0297318,1
-40.5372213,-19.0182613,1
-40.421581,-20.3668666,1
-49.0717331,-26.9165792,1
-47.4762224,-5.5237579,1
-51.1551344,-6.7533435,1
-60.8208034,-13.1890039,1
-39.5212796,-12.9450658,1
-40.4066664,-19.9332427,1
-59.6993618,-2.6981994,1
-38.6168111,-12.7439601,1
-44.000086,-22.5179876,1
-65.3305618,-10.4106678,1
-61.4191455,3.6542857,1
-61.29899,-5.8131866,1
-67.8098191,-9.9740249,1
-42.9720399,-22.4161561,1
-60.3612468,-3.8194331,1
-40.0653505,-19.3990502,1
-61.6042879,-12.1817046,1
-34.827182,-7.7434538,1
-67.0877374,-0.1307918,1
-62.3116194,-11.7259392,1
-40.9800779,-18.5474572,1
-39.5223948,-14.2133548,1
-38.9600762,-12.2535848,1
-71.6935424,-7.048709,1
-35.26639,-5.924287,1
-39.4905836,-13.5996812,1
-48.6336183,-27.240063,1
-52.2079174,-3.2044205,1
-54.9119068,-9.950366,1
-61.3192601,-11.8302007,1
-56.4248394,-14.8268962,1
-61.4608111,-10.8422109,1
-70.3574386,-8.1674305,1
-61.1265436,1.822514,1
-35.5838789,-8.6788402,1
-35.1999708,-5.7841695,1
-39.2616711,-12.9698964,1
-40.5120603,-11.1816506,1
-38.9002404,-4.466618,1
-39.8456117,-14.2868431,1
-57.5890432,-2.9697392,1
-51.1771699,-0.037562,1
-36.4328486,-9.5349944,1
-46.6457853,-1.0249128,1
-42.7249305,-10.8233884,1
-61.0116257,-11.5257245,1
-35.721818,-8.6679731,1
-61.1483114,4.478433,1
-67.9510767,-9.8275973,1
-41.6799844,-18.0343603,1
-62.2559803,-10.7209164,1
-63.8330301,-10.1947026,1
-49.0023,-26.4743278,1
-59.5940116,-4.393379,1
-48.501299,-1.4563432,1
-43.1013526,-22.8807073,1
-60.9187845,2.4470932,1
-48.9797636,-28.164895,1
-39.4964037,-15.4201038,1
-39.4141123,-15.2626657,1
-51.4638893,-23.5525322,1
-56.8004443,-14.4536611,1
-64.2294518,-12.4357197,1
-42.4182107,-18.1901069,1
-72.9059736,-7.6135099,1
-42.654935,-6.118705,1
-35.4450892,-7.8771637,1
-54.585403,-25.5165101,1
-39.0463956,-4.4194845,1
-42.4683252,-22.8935085,1
-46.8892222,-23.1856528,1
-62.9255938,-0.9740168,1
-35.5091051,-7.6872155,1
-39.1464519,-13.7352913,1
-48.7678952,-27.2655926,1
-45.0779522,-5.1061569,1
-61.311602,2.9926679,1
-47.2336005,-24.2767555,1
-59.1344817,-3.5789467,1
-48.732731,-5.540109,1
-43.061135,-5.976603,1
-34.8814339,-7.1188352,1
-66.0640539,-3.4747682,1
-35.2574319,-9.0883326,1
-39.9560266,-18.3035985,1
-38.4950658,-4.0986551,1
-39.9695429,-13.5281974,1
-63.1856654,-9.1886098,1
-50.9482138,2.4949522,1
-44.3185172,-23.0069216,1
-38.0188963,-11.661242,1
-48.5468118,-27.5968578,1
-67.7756257,-2.8618121,1
-55.1654526,-15.5454465,1
-43.115382,-3.6729343,1
-49.2398122,-26.4279149,1
-63.1890251,-5.6250293,1
-40.5999111,-19.9320354,1
-35.8122961,-8.783486,1
-49.9060708,-26.339495,1
-48.108265,-24.7300224,1
-42.8437621,-6.243525,1
-61.6586696,-3.7482008000000002,1
-54.6387229,-16.4654757,1
-60.9431394,-2.6232344,1
-35.6280113,-8.8076457,1
-61.4548539,-11.4319111,1
-57.3954306,-9.5637767,1
-57.4875157,-14.6197344,1
-40.7436597,-20.0260669,1
-38.325345,-12.7001932,1
-53.8939223,-23.8728458,1
-46.1379734,-1.2066664,1
-70.0251046,-7.4335328,1
-35.1517039,-8.6597515,1
-59.0932582,-3.8904517,1
-41.3632708,-21.0625306,1
-38.9642116,-12.6022814,1
-37.4496608,-6.4895707,1
-43.8597346,-20.5026936,1
-37.2059343,-11.0122334,1
-61.1787589,-11.6774569,1
-43.360096,-3.7415256,1
-40.0979396,-19.1911851,1
-54.7935209,-22.0806606,1
-58.1537189,-3.1291047,1
-44.7769469,-3.4565674,1
-52.6065512,-23.6569437,1
-52.9845289,-27.0736946,1
-39.5679864,-13.2583796,1
-40.7500283,-20.6351751,1
-39.2820788,-14.7924167,1
-43.5876835,-16.8482431,1
-61.0468851,-13.4813844,1
-50.6372036,-3.8363015,1
-42.8584458,-22.7472462,1
-40.6307885,-19.5368995,1
-38.4211223,-12.1339689,1
-37.1261924,-10.8550363,1
-35.1147634,-8.5926135,1
-41.2344298,-18.5682016,1
-68.7408898,-11.0293948,1
-43.0381736,-22.6546807,1
-47.6085589,-16.7639015,1
-62.0640676,-3.8428071,1
-39.5903468,-14.8659242,1
-57.7555674,-2.5323087,1
-47.3119448,-1.1893196,1
-55.4554445,-10.8037439,1
-40.5778538,-14.8659489,1
-43.4302005,-22.7832495,1
-51.3448365,-20.4279737,1
-39.3683973,-14.161381,1
-68.9507016,-3.462664,1
-42.6449593,-19.5823775,1
-40.37156,-7.0743223,1
-59.2243903,-9.4623873,1
-40.4090852,-14.9781116,1
-43.0477582,-22.8235278,1
-43.0814368,-18.6664562,1
-36.4964613,-8.8908765,1
-51.9507547,0.777081,1
-49.2694666,-8.2625656,1
-40.6630165,-7.4453404,1
-34.9342394,-6.6901902,1
-40.7230627,-20.8382491,1
-38.7302215,-4.2238817,1
-62.3565156,1.9700518,1
-48.3739943,-1.3649909,1
-59.6340059,3.8797158,1
-35.9715362,-8.2822979,1
-48.9907432,-24.6592256,1
-39.0452202,-13.4849,1
-39.456067,-13.0471435,1
-56.4734934,-9.6664516,1
-43.449505,-22.759464,1
-61.7797286,-11.9064444,1
-46.9026685,-1.0769505,1
-61.9489617,-11.4267577,1
-61.517137,-11.1977198,1
-53.3779216,-32.5651057,1
-46.3886147,-21.9234119,1
-61.901666,-11.1691469,1
-39.7421813,-17.5400307,1
-42.6527687,-22.4639816,1
-42.4782318,-18.8238452,1
-53.8576778,-24.9342644,1
-34.8828969,-8.0578381,1
-47.8825849,-24.7139663,1
-48.1211721,-5.6486644,1
-47.8918874,-15.7975154,1
-43.9882155,-6.4319256,1
-42.5340796,-22.2887261,1
-67.3973478,-8.7534042,1
-34.9944969,-8.0232973,1
-49.174375,-26.7376427,1
-42.2819719,-18.619454,1
-39.5881125,-16.3751025,1
-36.0017605,-9.5148856,1
-60.9460336,-12.9985505,1
-47.5035086,-4.9537152,1
-43.9386685,-19.919052,1
-39.0897198,-12.8477119,1
-44.780044,-4.2310701,1
-68.1988872,-3.3677529,1
-49.6055321,-6.0994913,1
-39.3248459,-14.316809,1
-65.589998,-1.8592832,1
-50.7994654,0.9692602,1
-35.4864374,-7.5910756,1
-55.9093949,-13.0764296,1
-46.3317787,-23.9592201,1
-43.422273,-22.4260278,1
-59.836575,3.3612953,1
-49.0711631,-26.4201724,1
-39.0008944,-13.0778083,1
-48.9518032,-16.9726848,1
-41.6722965,-20.7697279,1
-42.9795361,-22.5212452,1
-54.4814924,-16.6213797,1
-51.2089887,-30.0368176,1
-35.6617971,-8.4199867,1
-59.4523985,-10.1758814,1
-55.7226752,-12.5407237,1
-52.540469,-3.3032362,1
-39.3748793,-13.7602091,1
-62.3518959,-10.2428057,1
-49.2651984,-25.4268985,1
-48.1398999,-0.8564336,1
-48.7684454,-27.5178524,1
-37.2550857,-4.8403406,1
-37.0185617,-10.4546371,1
-60.4598985,-3.4298206,1
-36.6639697,-9.7555596,1
-61.4048758,-3.5790457,1
-44.0934196,-22.5082014,1
-51.0862516,-26.2274158,1
-53.6253934,-23.3949096,1
-68.2436751,-6.4395919,1
-37.4347862,-10.2156411,1
-48.1373856,-5.1837106,1
-39.4215,-13.1674,1
-39.0735,-13.3706,1
-39.4846,-13.5898,1
-39.5046,-13.2283,1
-39.1004,-13.5378,1
-38.5014,-12.9714,1
-56.7226,-14.8292,1
-55.1629,-15.5458,1
-72.6756,-7.6303,1
-49.0683,-27.1986,1
-42.6276,-19.5186,1
-42.6469,-19.5811,1
-42.6769,-19.1758,1
-70.812,-9.0238,1
-65.8561,-3.4168,1
-63.303,-10.8314,1
-62.0751,2.7376,1
-46.284375,-1.8601562500000028,0
-42.303124999999994,-14.961718750000003,0
-41.690625,-14.352343750000003,0
-44.753125,-17.399218750000003,0
-42.915625,-17.703906250000003,0
-51.796875,-26.539843750000003,0
-43.221875,-7.039843750000003,0
-49.346875,-17.703906250000003,0
-39.853125,-12.219531250000003,0
-54.553124999999994,-10.696093750000003,0
-58.534375,-14.961718750000003,0
-46.896874999999994,-1.8601562500000028,0
-39.240624999999994,-7.649218750000003,0
-39.240624999999994,-11.000781250000003,0
-38.628125,-10.696093750000003,0
-38.934374999999996,-5.211718750000003,0
-37.709374999999994,-11.305468750000003,0
-49.040625,-1.8601562500000028,0
-41.690625,-5.516406250000003,0
-38.628125,-7.344531250000003,0
-39.240624999999994,-5.211718750000003,0
-48.121875,-22.883593750000003,0
-40.771874999999994,-17.703906250000003,0
-44.446875,-16.485156250000003,0
-50.265625,-29.891406250000003,0
-44.753125,-16.485156250000003,0
-45.365624999999994,-3.992968750000003,0
-43.834374999999994,-10.696093750000003,0
-39.853125,-3.688281250000003,0
-44.446875,-18.922656250000003,0
-46.590625,-18.922656250000003,0
-48.734375,-23.188281250000003,0
-55.778125,-9.477343750000003,0
-44.140625,-7.344531250000003,0
-42.609375,-16.789843750000003,0
-47.815625,-22.883593750000003,0
-44.446875,-12.219531250000003,0
-39.546875,-5.821093750000003,0
-44.140625,-21.969531250000003,0
-45.671875,-15.875781250000003,0
-49.959374999999994,-23.797656250000003,0
-51.184375,-28.367968750000003,0
-38.015625,-10.696093750000003,0
-52.103125,-30.500781250000003,0
-41.690625,-15.266406250000003,0
-40.771874999999994,-15.571093750000003,0
-38.015625,-10.696093750000003,0
-60.065625,-11.914843750000003,0
-38.015625,-7.953906250000003,0
-48.428124999999994,-16.789843750000003,0
-40.159375,-10.391406250000003,0
-42.303124999999994,-17.399218750000003,0
-49.959374999999994,-19.836718750000003,0
-73.540625,-7.953906250000003,0
-45.365624999999994,-1.8601562500000028,0
-40.465624999999996,-5.821093750000003,0
-62.821875,-4.602343750000003,0
-41.384375,-11.610156250000003,0
-50.265625,-28.977343750000003,0
-52.103125,-24.407031250000003,0
-37.709374999999994,-7.344531250000003,0
-38.321875,-11.305468750000003,0
-36.484375,-7.953906250000003,0
-52.409375,-18.313281250000003,0
-49.040625,-20.141406250000003,0
-45.059375,-3.078906250000003,0
-41.996874999999996,-19.836718750000003,0
-46.590625,-20.750781250000003,0
-41.384375,-13.438281250000003,0
-42.609375,-20.446093750000003,0
-61.596875,-8.867968750000003,0
-38.934374999999996,-7.649218750000003,0
-41.996874999999996,-21.969531250000003,0
-40.159375,-17.094531250000003,0
-43.528125,-10.391406250000003,0
-44.753125,-1.8601562500000028,0
-53.021874999999994,-31.414843750000003,0
-42.915625,-15.266406250000003,0
-42.915625,-15.571093750000003,0
-38.015625,-8.258593750000003,0
-51.490624999999994,-13.742968750000003,0
-48.121875,-21.969531250000003,0
-51.796875,-19.227343750000003,0
-47.203125,-22.274218750000003,0
-42.609375,-16.180468750000003,0
-55.471875,-4.297656250000003,0
-39.240624999999994,-8.867968750000003,0
-44.753125,-14.961718750000003,0
-44.446875,-7.953906250000003,0
-38.015625,-6.430468750000003,0
-40.159375,-12.219531250000003,0
-39.240624999999994,-11.000781250000003,0
-52.103125,-26.235156250000003,0
-44.753125,-20.141406250000003,0
-38.015625,-6.430468750000003,0
-41.384375,-11.000781250000003,0
-39.546875,-4.602343750000003,0
-36.178124999999994,-6.735156250000003,0
-38.015625,-10.696093750000003,0
-73.234375,-8.258593750000003,0
-39.546875,-4.602343750000003,0
-42.303124999999994,-20.750781250000003,0
-51.184375,-28.977343750000003,0
-50.265625,-22.274218750000003,0
-38.934374999999996,-8.563281250000003,0
-38.934374999999996,-6.735156250000003,0
-38.934374999999996,-6.735156250000003,0
-37.403124999999996,-7.344531250000003,0
-50.878125,-21.664843750000003,0
-70.478125,-6.430468750000003,0
-39.853125,-11.610156250000003,0
-39.853125,-6.735156250000003,0
-47.509375,-18.922656250000003,0
-40.159375,-4.907031250000003,0
-41.996874999999996,-21.969531250000003,0
-37.403124999999996,-9.172656250000003,0
-62.209375,-12.828906250000003,0
-49.653125,-15.875781250000003,0
-49.346875,-7.344531250000003,0
-44.753125,-19.227343750000003,0
-44.446875,-7.649218750000003,0
-50.571875,-24.407031250000003,0
-39.240624999999994,-8.867968750000003,0
-35.871874999999996,-7.039843750000003,0
-43.528125,-15.266406250000003,0
-42.609375,-14.047656250000003,0
-41.384375,-6.735156250000003,0
-54.859375,-27.758593750000003,0
-42.303124999999994,-6.735156250000003,0
-38.628125,-6.735156250000003,0
-52.715625,-25.930468750000003,0
-64.046875,-9.172656250000003,0
-36.790625,-6.125781250000003,0
-51.796875,-25.930468750000003,0
-39.546875,-7.344531250000003,0
-43.221875,-20.446093750000003,0
-39.546875,-7.649218750000003,0
-45.365624999999994,-21.055468750000003,0
-39.853125,-4.602343750000003,0
-36.178124999999994,-6.430468750000003,0
-39.853125,-10.086718750000003,0
-50.265625,-23.188281250000003,0
-40.771874999999994,-14.352343750000003,0
-44.446875,-8.563281250000003,0
-54.246875,-23.188281250000003,0
-40.159375,-15.875781250000003,0
-49.653125,-18.922656250000003,0
-42.915625,-20.750781250000003,0
-40.465624999999996,-17.703906250000003,0
-40.771874999999994,-8.563281250000003,0
-40.771874999999994,-9.782031250000003,0
-45.365624999999994,-5.516406250000003,0
-40.771874999999994,-9.477343750000003,0
-49.040625,-25.930468750000003,0
-40.465624999999996,-13.438281250000003,0
-45.671875,-3.383593750000003,0
-44.140625,-17.399218750000003,0
-53.021874999999994,-17.399218750000003,0
-44.753125,-22.578906250000003,0
-51.184375,-28.672656250000003,0
-47.815625,-21.969531250000003,0
-45.059375,-3.078906250000003,0
-49.346875,-15.571093750000003,0
-35.871874999999996,-6.735156250000003,0
-45.365624999999994,-3.383593750000003,0
-54.246875,-23.188281250000003,0
-41.690625,-7.039843750000003,0
-51.796875,-31.110156250000003,0
-50.571875,-14.047656250000003,0
-63.740625,-8.258593750000003,0
-48.734375,-22.578906250000003,0
-54.859375,-4.297656250000003,0
-45.059375,-3.078906250000003,0
-40.465624999999996,-8.867968750000003,0
-47.509375,-18.617968750000003,0
-48.121875,-16.485156250000003,0
-66.496875,-2.164843750000003,0
-38.321875,-6.735156250000003,0
-47.815625,-19.836718750000003,0
-47.203125,-18.617968750000003,0
-49.959374999999994,-17.703906250000003,0
-52.715625,-24.711718750000003,0
-40.159375,-7.953906250000003,0
-48.734375,-4.907031250000003,0
-42.915625,-15.571093750000003,0
-44.446875,-15.875781250000003,0
-53.328125,-22.883593750000003,0
-41.384375,-7.344531250000003,0
-49.346875,-21.664843750000003,0
-49.959374999999994,-27.149218750000003,0
-50.878125,-18.008593750000003,0
-47.815625,-22.578906250000003,0
-41.384375,-7.344531250000003,0
-41.078125,-21.664843750000003,0
-41.690625,-9.172656250000003,0
-46.284375,-5.821093750000003,0
-38.934374999999996,-11.610156250000003,0
-54.246875,-30.196093750000003,0
-38.321875,-9.782031250000003,0
-47.509375,-22.883593750000003,0
-40.159375,-11.914843750000003,0
-52.103125,-25.016406250000003,0
-37.403124999999996,-8.563281250000003,0
-44.446875,-14.352343750000003,0
-38.015625,-8.258593750000003,0
-40.771874999999994,-14.352343750000003,0
-42.303124999999994,-17.703906250000003,0
-42.303124999999994,-7.039843750000003,0
-41.384375,-7.953906250000003,0
-38.934374999999996,-7.649218750000003,0
-52.715625,-22.883593750000003,0
-42.303124999999994,-21.360156250000003,0
-39.546875,-4.297656250000003,0
-42.609375,-17.094531250000003,0
-42.303124999999994,-13.438281250000003,0
-45.671875,-21.664843750000003,0
-42.915625,-17.399218750000003,0
-43.221875,-12.524218750000003,0
-38.321875,-11.305468750000003,0
-44.140625,-21.055468750000003,0
-48.121875,-4.602343750000003,0
-42.303124999999994,-20.446093750000003,0
-47.203125,-4.602343750000003,0
-40.465624999999996,-3.383593750000003,0
-46.896874999999994,-3.992968750000003,0
-46.896874999999994,-17.399218750000003,0
-35.871874999999996,-7.344531250000003,0
-50.265625,-2.164843750000003,0
-62.209375,-12.524218750000003,0
-49.959374999999994,-28.367968750000003,0
-45.365624999999994,-4.297656250000003,0
-50.571875,-22.578906250000003,0
-39.853125,-4.907031250000003,0
-49.959374999999994,-22.883593750000003,0
-45.671875,-18.922656250000003,0
-41.690625,-14.352343750000003,0
-36.178124999999994,-6.430468750000003,0
-37.096875,-8.867968750000003,0
-41.384375,-16.485156250000003,0
-43.221875,-14.352343750000003,0
-45.059375,-1.5554687500000028,0
-41.384375,-3.688281250000003,0
-40.771874999999994,-3.078906250000003,0
-39.240624999999994,-11.610156250000003,0
-46.590625,-14.352343750000003,0
-45.059375,-19.836718750000003,0
-54.553124999999994,-21.664843750000003,0
-38.321875,-7.649218750000003,0
-40.771874999999994,-4.907031250000003,0
-45.671875,-18.922656250000003,0
-39.240624999999994,-6.430468750000003,0
-46.284375,-22.578906250000003,0
-50.571875,-24.407031250000003,0
-49.346875,-24.102343750000003,0
-46.896874999999994,-21.664843750000003,0
-48.734375,-4.297656250000003,0
-59.146875,-7.953906250000003,0
-35.565625,-5.516406250000003,0
-40.771874999999994,-8.563281250000003,0
-47.815625,-18.008593750000003,0
-41.996874999999996,-10.696093750000003,0
-46.284375,-15.266406250000003,0
-43.528125,-7.649218750000003,0
-36.484375,-7.344531250000003,0
-41.996874999999996,-19.227343750000003,0
-38.934374999999996,-9.172656250000003,0
-41.384375,-19.227343750000003,0
-47.509375,-21.360156250000003,0
-41.996874999999996,-16.789843750000003,0
-44.446875,-16.180468750000003,0
-38.628125,-7.953906250000003,0
-40.159375,-6.125781250000003,0
-38.934374999999996,-6.735156250000003,0
-51.796875,-25.930468750000003,0
-45.978125,-22.274218750000003,0
-42.915625,-12.828906250000003,0
-38.628125,-9.172656250000003,0
-47.815625,-19.532031250000003,0
-35.871874999999996,-6.430468750000003,0
-41.690625,-17.094531250000003,0
-52.103125,-25.016406250000003,0
-47.203125,-17.399218750000003,0
-50.265625,-17.399218750000003,0
-35.565625,-6.430468750000003,0
-40.159375,-8.867968750000003,0
-50.571875,-19.836718750000003,0
-46.896874999999994,-20.446093750000003,0
-41.996874999999996,-9.782031250000003,0
-45.978125,-5.516406250000003,0
-49.653125,-21.969531250000003,0
-42.303124999999994,-16.180468750000003,0
-38.628125,-10.696093750000003,0
-43.834374999999994,-4.907031250000003,0
-42.915625,-14.657031250000003,0
-51.796875,-31.110156250000003,0
-50.265625,-7.344531250000003,0
-41.384375,-11.610156250000003,0
-38.015625,-6.125781250000003,0
-48.428124999999994,-9.782031250000003,0
-41.384375,-17.399218750000003,0
-40.159375,-10.391406250000003,0
-47.509375,-23.188281250000003,0
-44.753125,-22.578906250000003,0
-42.915625,-12.828906250000003,0
-41.996874999999996,-11.610156250000003,0
-47.509375,-17.399218750000003,0
-64.046875,-9.172656250000003,0
-40.465624999999996,-13.438281250000003,0
-40.159375,-15.571093750000003,0
-42.915625,-16.789843750000003,0
-47.815625,-21.969531250000003,0
-39.546875,-8.258593750000003,0
-42.303124999999994,-15.875781250000003,0
-51.490624999999994,-18.313281250000003,0
-46.284375,-18.922656250000003,0
-37.709374999999994,-5.516406250000003,0
-52.715625,-26.539843750000003,0
-47.509375,-18.617968750000003,0
-47.815625,-17.703906250000003,0
-39.546875,-15.875781250000003,0
-40.771874999999994,-14.352343750000003,0
-45.978125,-23.492968750000003,0
-38.321875,-6.735156250000003,0
-49.346875,-4.297656250000003,0
-40.771874999999994,-3.992968750000003,0
-42.303124999999994,-3.688281250000003,0
-41.078125,-10.391406250000003,0
-39.853125,-12.219531250000003,0
-40.771874999999994,-17.703906250000003,0
-42.609375,-15.266406250000003,0
-49.346875,-20.750781250000003,0
-41.996874999999996,-21.664843750000003,0
-40.771874999999994,-4.297656250000003,0
-41.384375,-17.399218750000003,0
-40.465624999999996,-6.125781250000003,0
-52.715625,-24.102343750000003,0
-49.346875,-24.102343750000003,0
-45.978125,-5.516406250000003,0
-47.815625,-20.750781250000003,0
-39.853125,-11.000781250000003,0
-40.159375,-16.485156250000003,0
-45.365624999999994,-21.055468750000003,0
-51.796875,-28.977343750000003,0
-53.634375,-29.891406250000003,0
-39.546875,-11.914843750000003,0
-49.346875,-28.672656250000003,0
-60.065625,-4.297656250000003,0
-41.078125,-21.664843750000003,0
-44.446875,-14.657031250000003,0
-44.753125,-15.875781250000003,0
-38.934374999999996,-11.610156250000003,0
-47.203125,-18.617968750000003,0
-50.571875,-22.578906250000003,0
-41.690625,-12.219531250000003,0
-41.384375,-19.227343750000003,0
-37.709374999999994,-8.563281250000003,0
-40.465624999999996,-9.477343750000003,0
-41.996874999999996,-5.211718750000003,0
-51.490624999999994,-19.227343750000003,0
-53.940625,-22.578906250000003,0
-49.653125,-16.485156250000003,0
-54.246875,-27.453906250000003,0
-41.384375,-11.914843750000003,0
-39.546875,-9.172656250000003,0
-48.121875,-4.297656250000003,0
-49.959374999999994,-24.102343750000003,0
-45.059375,-18.617968750000003,0
-41.996874999999996,-5.211718750000003,0
-41.996874999999996,-3.078906250000003,0
-41.384375,-13.438281250000003,0
-36.790625,-6.735156250000003,0
-50.878125,-18.922656250000003,0
-46.896874999999994,-16.485156250000003,0
-49.653125,-16.485156250000003,0
-38.015625,-9.477343750000003,0
-47.203125,-3.992968750000003,0
-45.059375,-2.164843750000003,0
-45.671875,-19.836718750000003,0
