state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	Location.precision.col11	Location.precision.col12	Location.precision.col21	Location.precision.col22	correlation	Location.varCovar.Location.precision.col11	Location.varCovar.Location.precision.col12	Location.varCovar.Location.precision.col21	Location.varCovar.Location.precision.col22	Location.diffusionRate	treeLikelihood	branchRates	Location.traitLikelihood	coalescent	treeLengthPrecision1	treeLengthPrecision2	treeLengthPrecision3
200000	-17554.464307070368	-8724.699467386525	-8829.764839683841	5.544986644489325	2018.810204612341	41.83800790982049	1.1471128615976223	21.468684094179142	0.3525310072146928	0.17104927346759635	0.18821878573859943	0.2882009335791246	0.9506326359592917	0.7578931443434994	0.008433843857712252	0.019493322039870906	0.004374446937329222	1.7642058192128633	0.04563361616267534	110.41159690295484	0.07776726843524394	0.07776726843524394	110.39946974520605	-7.043783604962433E-4	0.00905702411883474	-6.379922181686791E-6	-6.37992218168679E-6	0.00905801901455731	740.2547269791866	-12090.827301004076	-7208.963004147416	3261.0624613202353	-594.2075649228092	4619.401264561736	4618.893888439919	3.2536275919188693
400000	-17607.452269321497	-8776.076021967763	-8831.376247353734	4.594851361259478	2019.760339895571	41.83963323129728	1.0674526844189296	24.07531150606742	0.3469168229973671	0.1683932551773916	0.1921361587782033	0.292553763047051	0.6167579156494163	0.7263228239065553	0.011513341740234455	0.037665226329922474	0.0043864813292172535	1.9625407555808634	-0.006345087040390803	107.33563222624772	-13.351538253655189	-13.351538253655189	109.69201696575075	0.12304722787850242	0.009459797848867827	0.0011514315840362344	0.0011514315840362342	0.009256584124601862	741.7331826926912	-12099.968960657689	-7208.963004147416	3268.592713303955	-583.0422803140439	4490.883484995617	4589.47375824825	-558.6234636065684
600000	-17575.91923281553	-8763.299356036274	-8812.619876779256	5.98507745303827	2018.3701138037923	42.003051044333944	1.0862483552323412	17.45884510244444	0.36010992586723994	0.15105006207227079	0.1870986859019414	0.3017413261585609	1.0966336647639454	0.7918047808280607	0.008208069347912855	0.019988073253588673	0.0038966133041682216	1.7861427456707537	0.027512995439830077	116.14478453282108	4.258145016635968	4.258145016635968	104.65242263617259	-0.03862299503511622	0.00862280616709474	-3.508486300167241E-4	-3.508486300167241E-4	0.009569716009606622	734.5707785923539	-12103.964499396025	-7208.963004147416	3291.344622616769	-605.6477383408521	4878.435313265251	4395.721049900366	178.85508248793678
800000	-17696.13902372736	-8838.158969269085	-8857.980054458276	6.840577590762107	2017.5146136660685	46.477097463166885	1.3187376462519833	21.92546127799937	0.3657295641887371	0.163922244762262	0.18229786343484483	0.28805032761416877	0.8684433268484432	0.7743276250443498	0.008804474808624802	0.020470283213604168	0.003743236186088792	1.9018696224700862	0.0731415991028429	109.23350459512888	-2.0168631001392905	-2.0168631001392905	85.56183645861475	0.020862119935112045	0.009158686442060126	2.158885023426498E-4	2.1588850234264984E-4	0.011692542597984301	663.1370642371307	-12118.584264596593	-7208.963004147416	3260.604210138318	-627.5775885670282	5076.856239311092	3976.6658122145836	-93.73794287503871
1000000	-17727.241416193123	-8833.046852230878	-8894.194563962243	5.503595055318796	2018.8515962015117	46.668870964994184	1.247106711743536	22.468644619803722	0.35849157572680324	0.16472489711435304	0.18576906677365512	0.29101446038520146	1.0830953222302402	0.7811006869572971	0.007997792015500596	0.015575297428435242	0.003955316817240736	1.5637143842182317	0.05553454707383205	105.4345869160999	2.8026596465962297	2.8026596465962297	85.46947685800569	-0.029523870192284186	0.009492828194600811	-3.1128266477258314E-4	-3.1128266477258314E-4	0.011710290692735112	661.4255490740703	-12142.685628423978	-7208.963004147416	3248.4910644617357	-630.6165313200764	4920.51313203493	3988.763986931824	130.79696140579566
1200000	-17643.43269977664	-8767.927558043435	-8875.505141733207	5.34052922307902	2019.0146620337514	44.68467488176302	1.1662590039653584	26.674749897404926	0.3531999107349968	0.166472116690217	0.1924023070191004	0.28792566555569865	0.8277504302935884	0.7563775682734079	0.007217627590093353	0.016296452762029727	0.0038978789150757023	1.9473013278239988	0.05569222275732931	111.59140095355356	-5.1459664922952255	-5.1459664922952255	80.32807932948475	0.05435229636192683	0.008987815517505882	5.757762152174317E-4	5.757762152174317E-4	0.012485832270390507	693.846316924724	-12133.057181887876	-7208.963004147416	3257.5520401546682	-612.141298144873	4986.425471210001	3589.434108714495	-229.94583966065863
1400000	-17456.97736205066	-8670.295768137725	-8786.681593912937	5.767368482687653	2018.5878227741428	40.10461598039403	0.9443718997403127	24.740179344308483	0.3675889503310767	0.16343779098722444	0.17761038158315096	0.2913628770985608	0.6200920356866672	0.711164430794818	0.009385747029966687	0.022973910050244656	0.004399693761421832	1.8871765598719388	0.04407568724909203	133.6536123336225	-5.109350017606789	-5.109350017606789	114.23220146530937	0.04135052532880797	0.0074948426541114905	3.3522749238421983E-4	3.3522749238421983E-4	0.008769092968048252	773.5024420458144	-12099.86789216054	-7208.963004147416	3313.1862982476023	-540.1579141455002	5360.126797032386	4581.238572361237	-204.90852036553974
1600000	-17514.801002268665	-8720.52328770557	-8794.277714563097	6.170782762173146	2018.1844084946574	45.32479115423225	1.1811677634002617	27.388597325415972	0.35906327282112194	0.16357707222560527	0.1861073480130102	0.29125230694027626	0.742084311249805	0.751208578544119	0.010665875767592585	0.030806500109731537	0.004087003107321253	1.9380002178512794	0.00444364903414187	132.09339983083814	9.57532881552383	9.57532881552383	98.81723383197559	-0.08381018341422737	0.007623952716682735	-7.387563009542697E-4	-7.387563009542697E-4	0.010191277325254426	682.0077934588464	-12091.816798320222	-7208.963004147416	3297.5390837571244	-574.5030559742553	5987.105760185236	4478.870485873227	433.9997787967197
1800000	-17529.03079233352	-8722.165281021	-8806.865511312522	4.815492319862293	2019.5396989369683	41.84340537385803	1.0636475305608823	19.176861955129027	0.35298064746515223	0.16066884619381805	0.1891083587632452	0.29724214757779865	0.9855829238122601	0.7688478580974243	0.010310073429719437	0.030922412729834696	0.004220581899619442	1.8081736314265897	0.04875969581059022	117.11738400156432	-1.5174016034955111	-1.5174016034955111	101.39962392395005	0.013924245922021135	0.008540097874878036	1.2779887841662645E-4	1.2779887841662645E-4	0.009863881970343224	736.5062966954839	-12097.422013580663	-7208.963004147416	3290.55650226814	-535.4241364041959	4900.590175103252	4242.905568606595	-63.49325041000487
2000000	-17644.963619306465	-8841.813387346896	-8803.150231959571	7.122888638657149	2017.2323026181734	49.4301661079916	1.2636546651225524	21.60258106785022	0.36402227861805947	0.15827085389806872	0.17704125202191953	0.30066561546196613	0.6519327079446035	0.7066874160240415	0.00812601490440856	0.02255782263203657	0.0032962493691737343	1.7926416366799207	0.1376440130005329	101.58884879040257	-5.7409186560038545	-5.7409186560038545	91.2523292524286	0.05962609867489138	0.009878721618049013	6.214957765915526E-4	6.214957765915525E-4	0.010997724276410764	629.5782982506204	-12095.02815881563	-7208.963004147416	3291.8779268560597	-627.9520993674661	5021.553670429241	4510.617792688687	-283.7745627787384
