node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
521,909,3.604561101422,-7.25666064882088,-64.7950327918084,-8.95733967573299,-69.5390946765453,3.604561101422,0,2019.01424633244,2022.61880743386,144000000
521,522,0.2030865634763,-7.25666064882088,-64.7950327918084,-7.24633667285248,-64.7882013648597,0.2030865634763,0,2019.01424633244,2019.21733289591,144000000
522,523,3.801132740116,-7.24633667285248,-64.7882013648597,-7.26013969394097,-64.7922755618644,4.0042193035923,0.2030865634763,2019.21733289591,2023.01846563603,144000000
522,534,3.285368640804,-7.24633667285248,-64.7882013648597,-10.8293973305886,-63.2960968442652,3.4884552042803,0.2030865634763,2019.21733289591,2022.50270153672,144000000
523,533,0.01228446949038,-7.26013969394097,-64.7922755618644,-7.2560703591498,-64.7983088352545,4.01650377308268,4.0042193035923,2023.01846563603,2023.03075010552,144000000
523,524,0.0225709022573,-7.26013969394097,-64.7922755618644,-7.25813007981876,-64.7956889985274,4.0267902058496,4.0042193035923,2023.01846563603,2023.04103653829,144000000
524,525,0.07046282089346,-7.25813007981876,-64.7956889985274,-7.25827991871194,-64.7980833691931,4.09725302674306,4.0267902058496,2023.04103653829,2023.11149935918,144000000
524,526,0.0434769442825,-7.25813007981876,-64.7956889985274,-7.25531353397717,-64.7940040946814,4.0702671501321,4.0267902058496,2023.04103653829,2023.08451348257,144000000
525,1,0.01533678124939,-7.25827991871194,-64.7980833691931,-3.41288669884323,-65.8559778778149,4.11258980799245,4.09725302674306,2023.11149935918,2023.12683614043,144000000
525,2,0.01533678124939,-7.25827991871194,-64.7980833691931,-7.26036419051311,-64.7987910566084,4.11258980799245,4.09725302674306,2023.11149935918,2023.12683614043,144000000
526,528,0.01396661883705,-7.25531353397717,-64.7940040946814,-9.95909265628796,-67.078841529645,4.08423376896915,4.0702671501321,2023.08451348257,2023.09848010141,144000000
526,527,0.009032514299392,-7.25531353397717,-64.7940040946814,-7.25463747215203,-64.7964952751726,4.07929966443149,4.0702671501321,2023.08451348257,2023.09354599687,144000000
527,3,0.03329014356096,-7.25463747215203,-64.7964952751726,-7.26305609218723,-64.7973057484648,4.11258980799245,4.07929966443149,2023.09354599687,2023.12683614043,144000000
527,4,0.0305504175336,-7.25463747215203,-64.7964952751726,-7.25423582700563,-64.7963476086433,4.10985008196509,4.07929966443149,2023.09354599687,2023.1240964144,144000000
528,10,0.0639724773794,-9.95909265628796,-67.078841529645,-9.95256980421269,-67.0754001608377,4.14820624634855,4.08423376896915,2023.09848010141,2023.16245257879,144000000
528,529,0.01457121376714,-9.95909265628796,-67.078841529645,-9.95917107009564,-67.0770352648666,4.09880498273629,4.08423376896915,2023.09848010141,2023.11305131517,144000000
529,530,0.118846712913,-9.95917107009564,-67.0770352648666,-9.5839071438501,-67.5556917060992,4.21765169564929,4.09880498273629,2023.11305131517,2023.23189802809,144000000
529,531,0.02668393860665,-9.95917107009564,-67.0770352648666,-9.95386449567455,-67.0737932920554,4.12548892134294,4.09880498273629,2023.11305131517,2023.13973525378,144000000
530,5,0.01000660549377,-9.5839071438501,-67.5556917060992,-9.0205594843197,-70.8167955293755,4.22765830114306,4.21765169564929,2023.23189802809,2023.24190463358,144000000
530,6,0.01000660549377,-9.5839071438501,-67.5556917060992,-9.58333,-67.55694,4.22765830114306,4.21765169564929,2023.23189802809,2023.24190463358,144000000
531,9,0.0254570510332,-9.95386449567455,-67.0737932920554,-9.95238720156573,-67.0740675539529,4.15094597237614,4.12548892134294,2023.13973525378,2023.16519230481,144000000
531,532,0.03564614679457,-9.95386449567455,-67.0737932920554,-9.95509073347216,-67.0768079982426,4.16113506813751,4.12548892134294,2023.13973525378,2023.17538140057,144000000
532,7,0.06926295903313,-9.95509073347216,-67.0768079982426,-9.02525038193731,-70.8075900308031,4.23039802717064,4.16113506813751,2023.17538140057,2023.24464435961,144000000
532,8,0.06926295903313,-9.95509073347216,-67.0768079982426,-9.95592292068217,-67.0757671647224,4.23039802717064,4.16113506813751,2023.17538140057,2023.24464435961,144000000
533,11,0.01389425408791,-7.2560703591498,-64.7983088352545,-3.41342657397886,-65.8595510440876,4.03039802717059,4.01650377308268,2023.03075010552,2023.04464435961,144000000
533,12,0.01389425408791,-7.2560703591498,-64.7983088352545,-7.25403870889803,-64.7936557161734,4.03039802717059,4.01650377308268,2023.03075010552,2023.04464435961,144000000
534,543,0.1737832647825,-10.8293973305886,-63.2960968442652,-10.8300141196174,-63.2933976036349,3.6622384690628,3.4884552042803,2022.50270153672,2022.6764848015,144000000
534,535,0.3687775272722,-10.8293973305886,-63.2960968442652,-3.41956464337853,-65.8556472238387,3.8572327315525,3.4884552042803,2022.50270153672,2022.87147906399,144000000
