time,shrublands
2018.0325,1.39451149106322
2018.0975,1.44175533461248
2018.1625,1.4912109540786
2018.2275,1.75768125022702
2018.2925,1.97744067937566
2018.3575,2.0121604554235
2018.4225,2.14245849962485
2018.4875,2.28189338321825
2018.5525,2.29362738342245
2018.6175,2.2553903720837
2018.6825,2.29714422987666
2018.7475,2.1161704052033
2018.8125,2.00654102685074
2018.8775,2.04330290149498
2018.9425,2.06012856421904
2019.0075,1.98084047593417
2019.0725,2.06808639857738
2019.1375,2.09548519491972
2019.2025,2.12440972004265
2019.2675,2.35162542743776
2019.3325,2.11540550198621
2019.3975,1.87917588670634
2019.4625,1.81128328762659
2019.5275,1.69980608223499
2019.5925,1.76068470451709
2019.6575,2.15388997560867
2019.7225,2.17671991497287
2019.7875,1.73749840005712
2019.8525,1.99893341208791
2019.9175,1.92479670622281
2019.9825,1.99476603848447
2020.0475,1.90411623915104
2020.1125,2.06513750639986
2020.1775,2.0553505701424
2020.2425,2.13180623500353
2020.3075,1.98002248310466
2020.3725,1.9179823060518
2020.4375,1.74674450523128
2020.5025,1.70135873474732
2020.5675,1.66223241091411
2020.6325,1.56353700186686
2020.6975,1.71115290063912
2020.7625,1.66435349166609
2020.8275,1.78870616715375
2020.8925,1.75920915872936
2020.9575,1.82718288245078
2021.0225,1.84221137636631
2021.0875,1.65137591458815
2021.1525,1.76782505103029
2021.2175,1.75204354918257
2021.2825,2.07736188642143
2021.3475,1.91388132006831
2021.4125,1.83636522463362
2021.4775,1.75145558248644
2021.5425,1.85145109774199
2021.6075,1.66641557502235
2021.6725,1.53453657053074
2021.7375,1.75366567414357
2021.8025,1.74775878255105
2021.8675,1.60154569210804
2021.9325,1.78287199222119
2021.9975,1.94080269495993
2022.0625,1.61414633767619
2022.1275,1.7308482763995
2022.1925,1.47714560441608
2022.2575,1.62312820028788
2022.3225,1.62835238280217
2022.3875,1.69050595139332
2022.4525,1.66569635159878
2022.5175,1.57447374120483
2022.5825,1.46613782152013
2022.6475,1.34768200441136
2022.7125,1.36850355636989
2022.7775,1.45490254080627
2022.8425,1.34387859920521
2022.9075,1.38352601027256
2022.9725,1.25937869867456
2023.0375,1.46752452209354
2023.1025,1.47037571647082
2023.1675,1.56225906927437
2023.2325,1.41387135792975
2023.2975,1.50085498421159
2023.3625,1.28931076940569
2023.4275,3.1344667140694
2023.4925,3.38254032508766
2023.5575,4.0659935265849
2023.6225,4.05924438050766
2023.6875,4.35738643715747
2023.7525,3.56548474331693
2023.8175,2.28319970592407
2023.8825,1.83855931196957
2023.9475,1.82578075395254
2024.0125,3.59901357317201
2024.0775,5.643146834817
2024.1425,6.78586793754148
2024.2075,8.55493834860391
2024.2725,11.5335834853029
2024.3375,12.2929744077218
2024.4025,NA
2024.4675,NA
