time,regularly_flooded_vegetation
2018.0325,1.67755001408848
2018.0975,1.98430875973578
2018.1625,2.19865955197506
2018.2275,2.23788851658131
2018.2925,2.01167780363346
2018.3575,1.74097044352992
2018.4225,1.60750406575541
2018.4875,1.84828895028516
2018.5525,1.77984309487551
2018.6175,1.73070596521641
2018.6825,1.96594214427032
2018.7475,1.71704154044965
2018.8125,1.56408887521666
2018.8775,1.42006723427714
2018.9425,1.5569090186407
2019.0075,1.61198067767775
2019.0725,1.62510485250483
2019.1375,1.49365944770403
2019.2025,1.45601734290347
2019.2675,1.36372271812886
2019.3325,1.55452028785267
2019.3975,1.45651626277817
2019.4625,1.45077117530111
2019.5275,1.38596204048493
2019.5925,1.36215417815842
2019.6575,1.26681009340648
2019.7225,1.31540014415543
2019.7875,1.50246731004574
2019.8525,1.4264352946512
2019.9175,1.48584940354726
2019.9825,1.62348910092143
2020.0475,1.5453879285151
2020.1125,1.39952396580187
2020.1775,1.47512565590019
2020.2425,1.59465045555095
2020.3075,1.66921475047194
2020.3725,1.49467388320205
2020.4375,1.65201061887021
2020.5025,1.71198253734307
2020.5675,1.6052390774159
2020.6325,1.69899667633057
2020.6975,1.5785207611946
2020.7625,1.54492979777512
2020.8275,1.60973460682597
2020.8925,1.5924322534439
2020.9575,1.46390445184128
2021.0225,1.66671121112322
2021.0875,1.73206566729418
2021.1525,1.80591188803754
2021.2175,1.72938896634126
2021.2825,1.75408621821882
2021.3475,1.70184640867177
2021.4125,1.66539195201054
2021.4775,1.75727935326067
2021.5425,1.55584664891449
2021.6075,1.69120823098905
2021.6725,1.78051184845803
2021.7375,1.65392768339527
2021.8025,1.46351128697055
2021.8675,1.55281467558555
2021.9325,1.56989859231134
2021.9975,1.37845816580609
2022.0625,1.55686704330465
2022.1275,1.68145617999987
2022.1925,1.82126382332707
2022.2575,1.91814584209541
2022.3225,1.62222096954076
2022.3875,1.48343383945588
2022.4525,1.68149801749133
2022.5175,1.6380545999487
2022.5825,1.6359547505075
2022.6475,1.61028434626799
2022.7125,1.41818212008614
2022.7775,1.42787711140228
2022.8425,1.50924932787316
2022.9075,2.0343709443637
2022.9725,2.225796661021
2023.0375,1.37172844208875
2023.1025,1.43900763705212
2023.1675,1.13076022432996
2023.2325,1.24144835960577
2023.2975,1.26118804368502
2023.3625,1.30067324467207
2023.4275,1.68463466371962
2023.4925,1.76394914173112
2023.5575,1.73564788948468
2023.6225,1.75217452601458
2023.6875,1.52515078843163
2023.7525,1.35044908804661
2023.8175,1.29552557939398
2023.8825,1.45187405111829
2023.9475,4.03769546176455
2024.0125,3.83721515852008
2024.0775,3.0993419044912
2024.1425,1.3885581154325
2024.2075,1.36269438106615
2024.2725,1.15172129179364
2024.3375,1
2024.4025,NA
2024.4675,NA
