time,Brazil_annual_mean_temp_2020_crop_mask
2018.0325,27.8340859785617
2018.0975,27.8232818728497
2018.1625,27.837657718995
2018.2275,27.8436263606869
2018.2925,27.8424576339866
2018.3575,27.8547602703605
2018.4225,27.8836940843767
2018.4875,27.883817863436
2018.5525,27.8863347148727
2018.6175,27.8774815202055
2018.6825,27.8725270022621
2018.7475,27.8704642555328
2018.8125,27.8798405301589
2018.8775,27.8813694096025
2018.9425,27.8735043654645
2019.0075,27.8657741578903
2019.0725,27.9032357185075
2019.1375,27.8954295089703
2019.2025,27.8989799757866
2019.2675,27.9068386207008
2019.3325,27.9048570820085
2019.3975,27.9149348176657
2019.4625,27.9047044147427
2019.5275,27.9128035107259
2019.5925,27.9144144997135
2019.6575,27.9199615485502
2019.7225,27.911170157142
2019.7875,27.9231349561415
2019.8525,27.9360029098391
2019.9175,27.9341292732553
2019.9825,27.9338140273303
2020.0475,27.9391007415687
2020.1125,27.9370388692176
2020.1775,27.9361106377357
2020.2425,27.9268623155921
2020.3075,27.9183295121494
2020.3725,27.924189696235
2020.4375,27.9108264641465
2020.5025,27.9156048885941
2020.5675,27.9169555718242
2020.6325,27.9091154753438
2020.6975,27.9018798714697
2020.7625,27.9019369966452
2020.8275,27.9014105556815
2020.8925,27.9120055035061
2020.9575,27.917008710256
2021.0225,27.9012778584578
2021.0875,27.916894522739
2021.1525,27.9112106345783
2021.2175,27.9075150765656
2021.2825,27.9088952252553
2021.3475,27.9065973166587
2021.4125,27.9047344257259
2021.4775,27.9156770519009
2021.5425,27.9253497047072
2021.6075,27.9248143553529
2021.6725,27.9147593255227
2021.7375,27.9060911418762
2021.8025,27.9042227227847
2021.8675,27.8893402149256
2021.9325,27.8804881418592
2021.9975,27.8704714039731
2022.0625,27.861340801427
2022.1275,27.860884064484
2022.1925,27.8561484813784
2022.2575,27.8533585031885
2022.3225,27.8364631995263
2022.3875,27.8283233689794
2022.4525,27.8273314166559
2022.5175,27.8315839871468
2022.5825,27.8406078122265
2022.6475,27.852963653864
2022.7125,27.8402619883995
2022.7775,27.8333430227511
2022.8425,27.8897301218559
2022.9075,27.9411107195967
2022.9725,27.9343709462688
2023.0375,27.8525063669853
2023.1025,27.8532533342476
2023.1675,27.6865996977266
2023.2325,27.7091362020556
2023.2975,27.88652017888
2023.3625,27.8117592729693
2023.4275,28.1825459125085
2023.4925,28.2559725368993
2023.5575,28.3429225362735
2023.6225,28.2958639993869
2023.6875,28.2075624593329
2023.7525,28.0023059223037
2023.8175,27.8381800382815
2023.8825,27.9594711948099
2023.9475,28.204569599961
2024.0125,27.831837775352
2024.0775,26.9895334019652
2024.1425,25.6780991363919
2024.2075,24.6307530082718
2024.2725,24.2452885997037
2024.3375,25.4962686740976
2024.4025,NA
2024.4675,NA
