time,pop_2020_raw
2018.0325,1.58792115130076
2018.0975,1.58303075893512
2018.1625,1.5660915372769
2018.2275,1.40969458084021
2018.2925,1.43443524464965
2018.3575,1.41677247002721
2018.4225,1.49921457891269
2018.4875,1.61236599726336
2018.5525,1.58561090131601
2018.6175,1.59802037506903
2018.6825,1.61810128547643
2018.7475,1.62389542243345
2018.8125,1.58543445184254
2018.8775,1.61703126054544
2018.9425,1.66123446039855
2019.0075,1.68531088393044
2019.0725,1.64180289998099
2019.1375,1.47765413393768
2019.2025,1.4528131828315
2019.2675,1.48584813223435
2019.3325,1.51632068029472
2019.3975,1.57367579936981
2019.4625,1.56326915252776
2019.5275,1.63078252716762
2019.5925,1.46632512339524
2019.6575,1.44368317723274
2019.7225,1.55715358257294
2019.7875,1.54484930035066
2019.8525,1.58117265498293
2019.9175,1.51032200574875
2019.9825,1.58843601279789
2020.0475,1.54510895609856
2020.1125,1.65805574506521
2020.1775,1.65857036243434
2020.2425,1.68347771323863
2020.3075,1.58507998784383
2020.3725,1.51838523096272
2020.4375,1.46672178983688
2020.5025,1.46933873395125
2020.5675,1.46370907676847
2020.6325,1.55202487340719
2020.6975,1.68475167825818
2020.7625,1.7982452876038
2020.8275,1.69417240964318
2020.8925,1.60684352091381
2020.9575,1.5076489510168
2021.0225,1.65321188555522
2021.0875,1.75751935997226
2021.1525,1.68928693712613
2021.2175,1.77067296455304
2021.2825,1.82201272835334
2021.3475,1.81476643910052
2021.4125,1.81524246108943
2021.4775,2.01118741050431
2021.5425,1.89459888723449
2021.6075,1.8247685853006
2021.6725,1.80329118351886
2021.7375,1.99382130150626
2021.8025,2.26297845148119
2021.8675,2.18103974290249
2021.9325,1.95479468889382
2021.9975,2.16663949790856
2022.0625,2.20977000501593
2022.1275,2.10520170380672
2022.1925,1.96011473668309
2022.2575,2.00917817109397
2022.3225,2.19578616390936
2022.3875,2.18572543123937
2022.4525,2.07152358863785
2022.5175,2.15660648828211
2022.5825,2.50744896966644
2022.6475,2.81434646598459
2022.7125,3.05202046806896
2022.7775,4.59426151940598
2022.8425,5.66915480217943
2022.9075,46.5866509503523
2022.9725,79.2574480080198
2023.0375,25.4514714919749
2023.1025,38.1083015764962
2023.1675,52.0312893882391
2023.2325,16.4762419644018
2023.2975,15.0670436797195
2023.3625,25.9158904398821
2023.4275,106.976794479532
2023.4925,393.113885949088
2023.5575,1110.17343009595
2023.6225,1094.39137390176
2023.6875,956.334802844978
2023.7525,802.861057135564
2023.8175,586.054461234872
2023.8825,1244.42307954807
2023.9475,1699.77715988516
2024.0125,675.075456584219
2024.0775,204.29385049151
2024.1425,132.796084683956
2024.2075,423.578427852033
2024.2725,967.447687261985
2024.3375,1325.92936912379
2024.4025,NA
2024.4675,NA
