node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
521,527,0.4530548876924,-3.43079646137733,-65.8571151888397,-3.42947997939522,-65.8401786979706,0.4530548876924,0,2018.08256286049,2018.53561774818,248400000
521,522,4.756182156939,-3.43079646137733,-65.8571151888397,-3.4113923657722,-65.8617119263928,4.756182156939,0,2018.08256286049,2022.83874501743,248400000
522,525,0.146728559823,-3.4113923657722,-65.8617119263928,-3.41657245414933,-65.8555581066818,4.902910716762,4.756182156939,2022.83874501743,2022.98547357725,248400000
522,523,0.1171653820452,-3.4113923657722,-65.8617119263928,-5.82040192154744,-61.2974713120262,4.8733475389842,4.756182156939,2022.83874501743,2022.95591039947,248400000
523,3,0.05311752177947,-5.82040192154744,-61.2974713120262,-5.81598827554344,-61.3065540498858,4.92646506076367,4.8733475389842,2022.95591039947,2023.00902792125,248400000
523,524,0.07393416202033,-5.82040192154744,-61.2974713120262,-5.81328419346646,-61.2921027673828,4.94728170100453,4.8733475389842,2022.95591039947,2023.02984456149,248400000
524,1,0.08877240085503,-5.81328419346646,-61.2921027673828,-3.42084056556978,-65.8517723838193,5.03605410185956,4.94728170100453,2023.02984456149,2023.11861696235,248400000
524,2,0.08877240085503,-5.81328419346646,-61.2921027673828,-5.81056973805931,-61.2983317654379,5.03605410185956,4.94728170100453,2023.02984456149,2023.11861696235,248400000
525,6,0.02355434400169,-3.41657245414933,-65.8555581066818,-3.41562516308275,-65.8600779280539,4.92646506076369,4.902910716762,2022.98547357725,2023.00902792125,248400000
525,526,0.002937278947988,-3.41657245414933,-65.8555581066818,-3.41678123241746,-65.8558339220316,4.90584799570999,4.902910716762,2022.98547357725,2022.9884108562,248400000
526,4,0.1356855582043,-3.41678123241746,-65.8558339220316,-3.41381729730045,-65.8565387636602,5.04153355391429,4.90584799570999,2022.9884108562,2023.1240964144,248400000
526,5,0.1356855582043,-3.41678123241746,-65.8558339220316,-5.80723453256672,-61.307035716606,5.04153355391429,4.90584799570999,2022.9884108562,2023.1240964144,248400000
527,1039,4.326325610713,-3.42947997939522,-65.8401786979706,-3.43527390912731,-65.8506981422198,4.7793804984054,0.4530548876924,2018.53561774818,2022.86194335889,248400000
