state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	Location.precision.col11	Location.precision.col12	Location.precision.col21	Location.precision.col22	correlation	Location.varCovar.Location.precision.col11	Location.varCovar.Location.precision.col12	Location.varCovar.Location.precision.col21	Location.varCovar.Location.precision.col22	Location.diffusionRate	treeLikelihood	branchRates	Location.traitLikelihood	coalescent	treeLengthPrecision1	treeLengthPrecision2	treeLengthPrecision3
200000	-24991.574148560223	-8623.88594049373	-16367.688208066493	4.355845719179007	2019.9993455376514	40.68262318934596	1.366642414988417	27.62199465972858	0.36867810277096424	0.16568773555114488	0.18600602868589122	0.2796281329919909	0.7212716154930473	0.7602552536943894	0.008371854392947154	0.01881704232484533	0.005577814882555394	1.8253952324438174	0.16098656173402506	121.755425662015	-1.857959311537496	-1.857959311537496	83.45094883631154	0.018432167050173223	0.008215977684844934	1.8292125441118735E-4	1.8292125441118735E-4	0.011987159813006694	999.8373415370681	-19191.118252943492	-7208.963004147416	2823.430044876999	-672.6534357935669	4953.33010346618	3395.003506301051	-75.58665857241658
400000	-25035.681750814125	-8620.134365565818	-16415.547385248305	6.7492205560786305	2017.6059707007519	47.19437926771781	1.3349065548474457	28.428285945088156	0.36399647424491277	0.16406387424615912	0.19678879641383076	0.2751508550950883	0.8021651856204891	0.7734052645345145	0.010182308079963832	0.0292678585862556	0.00486557092269716	2.1168755558350103	0.11919725881289706	99.90767255199349	-4.616955392700863	-4.616955392700863	90.76071920743124	0.048484988100707054	0.010032826385820322	5.103651920185753E-4	5.103651920185753E-4	0.01104394436358176	842.8515082001468	-19246.783981258694	-7208.963004147416	2831.2365960103875	-675.3590197218833	4715.08059017374	4283.39580488635	-217.89434386525951
600000	-25074.62097106688	-8643.699653536973	-16430.92131752991	6.825988743208455	2017.529202513622	49.697179849311155	1.5070528915822372	22.285122504316213	0.368298599517778	0.16600988350961374	0.18296685343641989	0.2827246635361792	0.8645500652043274	0.7869593044429997	0.009069102553029035	0.020898329896072355	0.0044562707063560865	1.8511121503287142	0.13157860427300708	111.37066901717388	-3.610600318228144	-3.610600318228144	87.60658522644685	0.036553218760456675	0.008991038073948488	3.705548486690674E-4	3.7055484866906736E-4	0.011429939003629142	803.6504490703977	-19287.7481048337	-7208.963004147416	2856.8267873037926	-716.5503399177294	5534.808168084596	4353.800221982735	-179.43665337896417
800000	-24928.813720277652	-8531.80213925083	-16397.01158102682	6.923423580590518	2017.43176767624	47.83047128992563	1.1817675266060632	25.049634523877522	0.36852535323307956	0.16668578471312878	0.1810233639723148	0.2837654980814679	0.7047830620886918	0.7706722871968905	0.010783305935621034	0.03022746677105302	0.004589132910468098	2.142633016965571	0.0544401090652333	104.67170145066748	0.47552096426298296	0.47552096426298296	76.58673029120918	-0.00531102397882128	0.009553950054424977	-5.931972190386109E-5	-5.93197219038611E-5	0.013057460528330523	837.3703307859194	-19253.16694591925	-7208.963004147416	2856.1553648924273	-647.7710787783237	5006.496811103818	3663.1794043829586	22.744391828938358
1000000	-24940.14483581406	-8553.027609534842	-16387.117226279217	5.457616692614128	2018.8975745642163	43.946097414972215	1.3318895358947842	21.87613308878409	0.3661318020239322	0.1666284793065515	0.1934708417212822	0.27376887694822566	0.7866922243307345	0.777757112169315	0.01063253866908746	0.030501134180069316	0.0049532086488379284	2.1052081187771132	0.0726266688685798	111.303031457295	-5.462493374371802	-5.462493374371802	90.6601261149384	0.05437875588757421	0.00901112760391947	5.429423820746073E-4	5.429423820746073E-4	0.011062921067341048	908.5714306335578	-19254.089241981328	-7208.963004147416	2866.9720157021125	-644.0244972955139	4891.333863004003	3984.158733900749	-240.0552659587835
1200000	-25038.11928205649	-8655.007767599023	-16383.111514457467	7.093303885417995	2017.2618873714125	49.489765229816776	1.4468855746167506	25.73793242063071	0.36433689681864945	0.16787690921602128	0.1835877714822845	0.2841984224830369	0.7837012337255833	0.781097864498114	0.009368273596900815	0.02394053055267985	0.004314117878257245	2.0727795452381392	0.060442082358247606	114.61530857408646	-0.6308575639126293	-0.6308575639126293	93.67852166926662	0.006088215077621699	0.008725161413236359	5.8757695743020955E-5	5.8757695743020955E-5	0.010675201208527212	809.1059428569628	-19260.375057770252	-7208.963004147416	2877.263543312785	-700.3131107908958	5672.284713074544	4636.128044488309	-31.220992731490153
1400000	-24949.93374703767	-8540.2619477944	-16409.671799243268	6.464335514413969	2017.8908557424165	44.489304635372356	1.2234838055267467	24.640904776994482	0.3609567558178598	0.16914553944370941	0.19338408607502366	0.2765136186633994	0.6816762138592739	0.778016408432455	0.011160361713745834	0.03262828997828196	0.005126638813830653	2.070780740960811	0.09126060308826056	104.40304974478713	-2.950795635512695	-2.950795635512695	86.27704803206701	0.031091015065382574	0.009587532059488313	3.2790699730432543E-4	3.2790699730432543E-4	0.011601782969724058	896.6190417201456	-19276.36531143643	-7208.963004147416	2866.6935121931656	-603.4050856793334	4644.819084957769	3838.4058729392823	-131.27884594505147
1600000	-24946.683856239357	-8525.868979910458	-16420.8148763289	6.418235938177979	2017.9369553186525	42.84138888399664	1.247846594043475	19.832694126514816	0.3648893103312472	0.16847553845531524	0.18571592834062214	0.2809192228728078	0.627583500340913	0.7585522224938039	0.010713503994306478	0.02968923122775567	0.005201106833271405	1.7855950514707801	0.11554609907899933	94.300662460286	1.0020680876508754	1.0020680876508754	94.47301142165064	-0.010616612843139354	0.010605574755055231	-1.1249252938285252E-4	-1.124925293828525E-4	0.010586226797726436	931.9313468342357	-19257.29554070561	-7208.963004147416	2836.4806643767124	-606.6526953218216	4039.9713524796166	4047.3550213571916	42.92998863129399
1800000	-24882.20668947598	-8470.669199359316	-16411.537490116665	6.40627835560657	2017.9489129012238	39.41131171607905	0.986471242786487	27.79269393506449	0.35727157927675673	0.16339424088193974	0.19183357538453466	0.287500604456761	1.0461047913649384	0.8002343908702061	0.011414764914816973	0.035560758105767046	0.005391812529722464	1.7642471462507257	0.18183730639388823	123.20602226220439	-14.008090919293988	-14.008090919293988	82.68653066592772	0.13878598065525016	0.008275892878255975	0.0014020356029366926	0.0014020356029366928	0.012331389816288216	1013.4811643257012	-19280.54386299495	-7208.963004147416	2869.006372878283	-536.506264147908	4855.710948673912	3258.7846347960067	-552.0772377674716
2000000	-24860.78802881827	-8471.91618677858	-16388.87184203969	6.371463104709377	2017.983728152121	44.51720091167077	1.1995717927277623	22.673301162296493	0.3642710059638462	0.16825684322389203	0.18266769550023113	0.28480445531202286	1.0016030762618087	0.7844535330773306	0.012854019012918721	0.051424049748211194	0.004908110434548015	2.2867087050042354	0.18693272018925294	120.13770092600276	5.194747856007596	5.194747856007596	109.55821884051562	-0.04527957404477752	0.008340882539129627	-3.9548636465538674E-4	-3.954863646553868E-4	0.009146319304474718	888.0607161030022	-19268.547532346984	-7208.963004147416	2879.675690307291	-601.8750087429355	5348.194169189081	4877.225239648028	231.25563399136112
