time	distance
2014.99062302003	0
2015.03744990493	0
2015.08427678983	0
2015.13110367473	0
2015.17793055963	0
2015.22475744453	0
2015.27158432943	0
2015.31841121433	0
2015.36523809923	0
2015.41206498413	0
2015.45889186903	0
2015.50571875393	0
2015.55254563883	0
2015.59937252373	0
2015.64619940863	0
2015.69302629353	0
2015.73985317843	0
2015.78668006333	0
2015.83350694823	0
2015.88033383313	0
2015.92716071803	0
2015.97398760293	0
2016.02081448783	0
2016.06764137273	0
2016.11446825763	0
2016.16129514253	0
2016.20812202743	0
2016.25494891233	0
2016.30177579723	0
2016.34860268213	0
2016.39542956703	0
2016.44225645193	0
2016.48908333683	0
2016.53591022173	0
2016.58273710662	0
2016.62956399152	0
2016.67639087642	0
2016.72321776132	0
2016.77004464622	0
2016.81687153112	0
2016.86369841602	0
2016.91052530092	0
2016.95735218582	0.10290694536158
2017.00417907072	2.53303671781166
2017.05100595562	5.4061826354857
2017.09783284052	9.36950553392435
2017.14465972542	13.332874211549
2017.19148661032	17.9254287152006
2017.23831349522	22.5110159843226
2017.28514038012	27.103013501373
2017.33196726502	31.0519072131555
2017.37879414992	34.6075900428186
2017.42562103482	37.4343350311958
2017.47244791972	40.5332226039343
2017.51927480462	43.6754336399556
2017.56610168952	47.0032694681844
2017.61292857442	51.8697912699981
2017.65975545932	58.6968347567741
2017.70658234422	63.9585592554863
2017.75340922912	71.7802100674581
2017.80023611402	74.915908108494
2017.84706299892	77.4981919622642
2017.89388988382	81.41735532533
2017.94071676872	85.9601985077192
2017.98754365362	89.8829240347295
2018.03437053852	92.5495260205655
2018.08119742342	95.2161160986079
2018.12802430832	97.8826941997225
2018.17485119322	102.439421784536
2018.22167807812	111.498892268154
2018.26850496302	118.503638170326
2018.31533184792	123.570516510454
2018.36215873282	132.625380431551
2018.40898561772	136.988489016732
2018.45581250262	141.351737415409
2018.50263938752	147.109787369358
2018.54946627242	153.941565343983
2018.59629315732	157.793613845624
2018.64312004222	161.612275714056
2018.68994692712	165.049975727318
2018.73677381202	168.276820530168
2018.78360069692	174.048664014447
2018.83042758182	178.640717134547
2018.87725446672	183.232767164692
2018.92408135162	187.824813824006
2018.97090823652	192.416856831492
2019.01773512142	197.008895906234
2019.06456200632	201.60093076725
2019.11138889122	206.192961133653
2019.15821577612	211.064373826705
2019.20504266102	216.652502095026
2019.25186954592	221.331472544493
2019.29869643082	227.828248467307
2019.34552331572	233.415864513831
2019.39235020062	238.180260433637
2019.43917708552	244.763071847002
2019.48600397042	250.624704092432
2019.53283085532	255.114826233576
2019.57965774022	260.085193067495
2019.62648462512	265.750646376818
2019.67331151002	270.677052456776
2019.72013839491	274.958204447901
2019.76696527981	279.23934044013
2019.81379216471	283.520460214756
2019.86061904961	287.801563553179
2019.90744593451	292.082650236607
2019.95427281941	296.363720046374
2020.00109970431	300.64477276372
2020.04792658921	304.925808169884
2020.09475347411	309.206826046091
2020.14158035901	313.487826173536
2020.18840724391	317.962161282867
2020.23523412881	322.450219941937
2020.28206101371	326.938139049587
2020.32888789861	331.425918357099
2020.37571478351	335.913557615689
2020.42254166841	340.401056576549
2020.46936855331	344.888414990725
2020.51619543821	349.375632609183
2020.56302232311	353.92837425767
2020.60984920801	358.517034109612
2020.65667609291	363.105540490597
2020.70350297781	367.693893107022
2020.75032986271	372.282091665079
2020.79715674761	376.87013587091
2020.84398363251	381.458025430572
2020.89081051741	385.810608539106
2020.93763740231	390.100304677511
2020.98446428721	394.389969214495
2021.03129117211	398.679601907512
2021.07811805701	402.969202513999
2021.12494494191	407.300490637995
2021.17177182681	411.943890857321
2021.21859871171	416.883772856568
2021.26542559661	421.823664757798
2021.31225248151	426.763566185497
2021.35907936641	431.330042051065
2021.40590625131	435.647499504824
2021.45273313621	439.964924211502
2021.49956002111	444.282315924992
2021.54638690601	448.599674399029
2021.59321379091	452.916999387353
2021.64004067581	457.234290643734
2021.68686756071	461.551547921826
2021.73369444561	465.868770975251
2021.78052133051	470.18186603699
2021.82734821541	474.285648671475
2021.87417510031	478.38941584761
2021.92100198521	482.49316737996
2021.96782887011	486.683024180414
2022.01465575501	491.481851546032
2022.06148263991	496.280505176439
2022.10830952481	501.078984748687
2022.15513640971	505.877289939707
2022.20196329461	510.070509001885
2022.24879017951	514.025757277669
2022.29561706441	519.702385295768
2022.34244394931	525.940013291608
2022.38927083421	529.830080669225
2022.43609771911	536.169181846959
2022.48292460401	540.703611254332
2022.52975148891	546.516567685312
2022.57657837381	551.260699559296
2022.62340525871	569.437148604407
2022.67023214361	666.596599804315
2022.71705902851	708.941891594772
2022.7638859134	849.741276515026
2022.8107127983	963.818015698261
2022.8575396832	976.816452857013
2022.9043665681	982.237817237806
2022.951193453	995.218670878312
2022.9980203379	1108.67623634099
2023.0448472228	1108.70762053156
2023.0916741077	1108.73900484171
2023.1385009926	1108.77038927141
2023.1853278775	1108.80177382064
2023.2321547624	1108.8331584894
2023.2789816473	1108.86454327764
2023.3258085322	1108.89592818537
2023.3726354171	1108.92731321255
2023.419462302	1108.95869835918
2023.4662891869	1108.99008362522
2023.5131160718	1109.02146901066
2023.5599429567	1109.05285451549
2023.6067698416	1109.08424013968
2023.6535967265	1109.11562588321
2023.7004236114	1109.14701174606
2023.7472504963	1156.94255610975
2023.7940773812	1207.72516092419
2023.8409042661	1215.86670435309
2023.887731151	1215.93277061314
2023.9345580359	1234.78351751013
2023.9813849208	1337.15605340803
2024.0282118057	1337.56820517236
2024.0750386906	1483.12330356792
2024.1218655755	2857.99257124194
2024.1686924604	2901.04925450489
2024.2155193453	2920.25954385314
2024.2623462302	2943.41019231353
2024.3091731151	2943.41019231353
2024.356	2943.41019231353
