time	distance
2016.73889749921	0
2016.77698301171	0
2016.81506852422	0
2016.85315403672	0
2016.89123954923	0
2016.92932506173	0
2016.96741057423	0
2017.00549608674	0
2017.04358159924	0
2017.08166711175	0
2017.11975262425	0
2017.15783813675	0
2017.19592364926	0
2017.23400916176	0
2017.27209467427	0
2017.31018018677	0
2017.34826569927	0
2017.38635121178	0
2017.42443672428	0
2017.46252223678	0
2017.50060774929	0
2017.53869326179	0
2017.5767787743	0
2017.6148642868	0
2017.6529497993	0
2017.69103531181	0
2017.72912082431	0
2017.76720633682	0
2017.80529184932	0
2017.84337736182	0
2017.88146287433	0
2017.91954838683	0
2017.95763389934	0
2017.99571941184	0
2018.03380492434	0
2018.07189043685	0
2018.10997594935	0
2018.14806146186	0
2018.18614697436	0
2018.22423248686	0
2018.26231799937	0
2018.30040351187	0
2018.33848902438	0
2018.37657453688	0
2018.41466004938	0
2018.45274556189	0
2018.49083107439	0
2018.5289165869	0
2018.5670020994	0
2018.6050876119	0
2018.64317312441	0
2018.68125863691	0
2018.71934414942	0
2018.75742966192	0
2018.79551517442	0
2018.83360068693	0
2018.87168619943	0
2018.90977171194	0
2018.94785722444	0
2018.98594273694	0.0802251104055931
2019.02402824945	0.192846209750559
2019.06211376195	0.4335487639333
2019.10019927446	0.525615613865754
2019.13828478696	0.601874615634459
2019.17637029946	0.640609551895474
2019.21445581197	0.93766723151769
2019.25254132447	0.966262831667296
2019.29062683697	0.993389200224914
2019.32871234948	1.02051557757709
2019.36679786198	1.28583724721651
2019.40488337449	1.46327202644802
2019.44296888699	1.52007975428618
2019.48105439949	1.74455314844269
2019.519139912	2.08987195749191
2019.5572254245	2.16445266940368
2019.59531093701	10.5774252835319
2019.63339644951	24.3873458719643
2019.67148196201	33.470581723787
2019.70956747452	42.557220059074
2019.74765298702	57.765397306491
2019.78573849953	74.4947831887047
2019.82382401203	83.1964177431603
2019.86190952453	91.897841224201
2019.89999503704	100.599050192961
2019.93808054954	109.30004121114
2019.97616606205	118.000810839245
2020.01425157455	126.701355638081
2020.05233708705	135.401672167622
2020.09042259956	144.101756987587
2020.12850811206	152.801606657323
2020.16659362457	161.5012177357
2020.20467913707	170.200586781228
2020.24276464957	178.899710351923
2020.28085016208	187.598585005252
2020.31893567458	197.182696012232
2020.35702118709	207.470311594362
2020.39510669959	217.757552481563
2020.43319221209	230.792393658657
2020.4712777246	247.802480742217
2020.5093632371	259.742739333097
2020.5474487496	271.021232153572
2020.58553426211	282.773294437109
2020.62361977461	292.969718872408
2020.66170528712	303.165735291557
2020.69979079962	313.361336202816
2020.73787631212	322.824728629963
2020.77596182463	330.99196592507
2020.81404733713	342.51590994777
2020.85213284964	353.528489583333
2020.89021836214	362.039577198832
2020.92830387464	370.550350291282
2020.96638938715	379.060805507681
2021.00447489965	387.57093949478
2021.04256041216	396.080748898595
2021.08064592466	404.590230364924
2021.11873143716	413.099380538798
2021.15681694967	421.60819606474
2021.19490246217	430.116673586818
2021.23298797468	438.630460996954
2021.27107348718	447.081109330457
2021.30915899968	455.27603589833
2021.34724451219	467.202187553722
2021.38533002469	480.246862003779
2021.4234155372	488.053463011737
2021.4615010497	495.859761264221
2021.4995865622	503.665754204008
2021.53767207471	513.78524143743
2021.57575758721	522.103288390987
2021.61384309972	532.332535995523
2021.65192861222	540.072388425502
2021.69001412472	547.811925387856
2021.72809963723	555.656409525445
2021.76618514973	564.287301452377
2021.80427066224	573.524302936322
2021.84235617474	582.89342451417
2021.88044168724	592.779939399175
2021.91852719975	601.9220275898
2021.95661271225	612.019356392529
2021.99469822475	627.754783474552
2022.03278373726	636.111071044888
2022.07086924976	644.160871478586
2022.10895476227	653.084875748543
2022.14704027477	659.160680848092
2022.18512578727	666.146054678589
2022.22321129978	673.853434821135
2022.26129681228	679.944364454273
2022.29938232479	689.415460084222
2022.33746783729	697.825691897511
2022.37555334979	708.880443602261
2022.4136388623	718.515209472509
2022.4517243748	728.378237275175
2022.48980988731	733.952439380771
2022.52789539981	735.796481342054
2022.56598091231	737.488831272669
2022.60406642482	737.62028653661
2022.64215193732	738.056491019112
2022.68023744983	738.721804784867
2022.71832296233	739.116455963914
2022.75640847483	741.121031726257
2022.79449398734	798.673978854043
2022.83257949984	872.443861896263
2022.87066501235	872.452638552688
2022.90875052485	872.461415452208
2022.94683603735	872.467511837895
2022.98492154986	872.467511837895
2023.02300706236	872.48268859296
2023.06109257487	872.571528851374
2023.09917808737	872.735571257821
2023.13726359987	961.90421001462
2023.17534911238	975.168791709523
2023.21343462488	1148.44068967789
2023.25152013739	1148.44068967789
2023.28960564989	1148.44068967789
2023.32769116239	1148.44068967789
2023.3657766749	1148.44068967789
2023.4038621874	1148.44068967789
2023.4419476999	1148.44068967789
2023.48003321241	1148.44068967789
2023.51811872491	1148.44068967789
2023.55620423742	1148.44068967789
2023.59428974992	1148.44068967789
2023.63237526243	1148.44068967789
2023.67046077493	1148.44068967789
2023.70854628743	1148.44068967789
2023.74663179994	1148.44068967789
2023.78471731244	1148.44068967789
2023.82280282494	1148.44068967789
2023.86088833745	1148.44068967789
2023.89897384995	1148.44068967789
2023.93705936246	1148.44068967789
2023.97514487496	1150.46800670025
2024.01323038746	1174.34607917242
2024.05131589997	2346.14977940244
2024.08940141247	3112.10828872945
2024.12748692498	3142.87433408208
2024.16557243748	3147.12034493842
2024.20365794998	3150.19366450122
2024.24174346249	3191.50527307
2024.27982897499	3191.50527307
2024.3179144875	3191.50527307
2024.356	3191.50527307
