node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
490,491,5.877924006934,-3.03824619234077,-60.0816304616617,-3.10998605390191,-60.0386395888872,5.877924006934,0,2016.36338994858,2022.24131395551,275000000
490,976,6.598030779684,-3.03824619234077,-60.0816304616617,-5.81380211829338,-61.2997324191229,6.598030779684,0,2016.36338994858,2022.96142072826,275000000
491,492,0.5826360916165,-3.10998605390191,-60.0386395888872,-8.95274580823574,-69.5403735671008,6.4605600985505,5.877924006934,2022.24131395551,2022.82395004713,275000000
491,650,0.6945256397957,-3.10998605390191,-60.0386395888872,-3.10295645044171,-60.034224969367,6.5724496467297,5.877924006934,2022.24131395551,2022.93583959531,275000000
492,1,0.006995682340415,-8.95274580823574,-69.5403735671008,-8.95194177713809,-69.5393602476532,6.46755578089092,6.4605600985505,2022.82395004713,2022.83094572947,275000000
492,493,0.1264471569427,-8.95274580823574,-69.5403735671008,-8.94878859788649,-69.5395142727738,6.5870072554932,6.4605600985505,2022.82395004713,2022.95039720407,275000000
493,494,0.1386285557985,-8.94878859788649,-69.5395142727738,-9.97258673357716,-67.8013782460259,6.7256358112917,6.5870072554932,2022.95039720407,2023.08902575987,275000000
493,516,0.05855734193519,-8.94878859788649,-69.5395142727738,-8.94931697211848,-69.5419711268711,6.64556459742839,6.5870072554932,2022.95039720407,2023.00895454601,275000000
494,495,0.007950491823401,-9.97258673357716,-67.8013782460259,-9.97109876293409,-67.8039265574681,6.7335863031151,6.7256358112917,2023.08902575987,2023.0969762517,275000000
494,507,0.0753392207385,-9.97258673357716,-67.8013782460259,-9.96544324694862,-67.8035836176834,6.8009750320302,6.7256358112917,2023.08902575987,2023.16436498061,275000000
495,496,0.03726384655193,-9.97109876293409,-67.8039265574681,-10.3185991573492,-63.2911395578723,6.77085014966703,6.7335863031151,2023.0969762517,2023.13424009825,275000000
495,503,0.01307989233041,-9.97109876293409,-67.8039265574681,-9.97665883802608,-67.8030162250157,6.74666619544551,6.7335863031151,2023.0969762517,2023.11005614403,275000000
496,500,0.001729513662346,-10.3185991573492,-63.2911395578723,-10.317908120269,-63.2912604218138,6.77257966332938,6.77085014966703,2023.13424009825,2023.13596961191,275000000
496,497,0.01191425575198,-10.3185991573492,-63.2911395578723,-10.3176841991194,-63.2911233095235,6.78276440541901,6.77085014966703,2023.13424009825,2023.146154354,275000000
497,5,0.2080790467049,-10.3176841991194,-63.2911233095235,-10.34833,-62.90417,6.99084345212391,6.78276440541901,2023.146154354,2023.3542334007,275000000
497,498,0.04621402937498,-10.3176841991194,-63.2911233095235,-10.3124216114005,-63.2913650523627,6.82897843479399,6.78276440541901,2023.146154354,2023.19236838337,275000000
