mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS	isolation_by_distance_signal_rP1	isolation_by_distance_signal_rP2
1560.73532220171	712.857910681784	6.74055922597768	369908.353273139	193949.865137349	14.8300319094741	0.578911525066053	0.10548822221707	0.27471092594713
1492.27088737274	699.578450646614	9.2776765915222	262801.340457301	193960.242257928	11.1498093505189	0.692252068496736	0.560289445227041	0.585241984639553
1550.1245889163	618.365525132115	8.16412661904707	413483.952867929	169611.484724112	19.4764750436339	0.636614769161264	0.193057410527202	0.287491656637985
4382.39051126478	718.795291817717	19.1346889863849	1115611.55983145	197322.240716604	20.0768172193993	0.660120223041793	0.367541047476112	0.418991859913327
2081.31343545728	739.00623632867	8.31488279313373	444448.242837401	202676.849405714	16.6042544674543	0.623122310708434	0.153197065589666	0.320224743164266
1446.40473516953	738.097702120732	8.63675848294109	282037.076180434	199085.655924475	13.6339052181741	0.680711561674803	0.414408900085633	0.476360408379805
2216.04639782972	818.031698748862	12.2177591691477	374778.356229195	224979.793605042	13.1882806676491	0.680474195250951	0.351585105474823	0.417415019043056
1731.31833360279	759.113913515711	8.66386016912227	284103.269408739	208214.380982173	11.4293518253026	0.609549885475962	0.214250734200989	0.324683135497395
2827.75495926144	840.828724683668	8.43181049275245	442875.62298321	226929.697421125	11.4081960463661	0.669077047901758	0.241623710259981	0.33212877318933
1746.13098165194	681.449786505069	7.98914271353469	265353.207912437	188267.064043263	10.5952862958489	0.668309474836186	0.229446032045424	0.342190509964762
2585.6553281753	745.287378649319	8.20365586582945	698206.530704426	201238.992371093	18.7306527884858	0.626993352194778	0.101048429731489	0.26073545421391
2899.07590514865	703.861757438148	8.34076851306694	774987.97366078	192099.996420927	19.632038952343	0.686575016540744	0.230870800142803	0.325420187638616
1792.52356555852	801.215950896068	9.5757105307072	513196.224782375	219010.575660327	20.5534978876614	0.754602745416394	0.553794099614804	0.585834538886545
2099.0686293681	703.479446936831	7.62430630366489	451891.765174433	192242.371029399	15.293026469543	0.711124374495796	0.543392620948555	0.577961447283147
2090.95119536357	673.560475970276	9.06723101050496	348155.963296057	185871.248548745	10.5453036382662	0.674208391384344	0.596121426996494	0.588115578910322
2560.77584384272	619.92932883976	10.3248418362129	409184.988474082	170477.876773492	10.1055300581708	0.633148432545973	0.348555232539281	0.415927933114135
3374.89850463248	898.33948667083	13.3747644798374	540508.34564344	247455.669724873	13.1343215707627	0.676954652161972	0.581488411919357	0.588060546189897
4826.43962427152	810.86043846681	13.1812485226134	1055484.74073375	219459.731671776	17.4438398681298	0.732288567720654	0.568462449924671	0.595651823927033
1642.18827458422	725.992729428588	7.36228733575399	255225.354598128	199770.225228086	11.0947978172513	0.681326206310008	0.251214766680893	0.342125549235777
1983.6812826617	797.719212760415	8.22567181659807	292427.008266273	218303.684368886	9.29110683956857	0.736315199855668	0.614350574598193	0.593656092585134
2514.67085055455	680.581978405599	8.38736765790369	403130.0694285	188579.946581581	9.48488340126613	0.709582519848649	0.600037632729354	0.583053874925668
4153.7900803415	788.228300770294	12.1403853821072	628751.396370641	218595.911982166	11.5143645395338	0.703235730920788	0.576451833488762	0.584783854837656
3263.81870926369	764.717211911104	22.2642297595873	610326.03831305	210186.941405179	20.4645595592658	0.67685700799863	0.555355348233883	0.592512899074189
5193.43684725498	772.711410650229	22.5668015818393	1206000.9707319	211628.521147004	20.7582812632271	0.66144786762572	0.535262231879358	0.569685121590667
1952.78360168702	832.844412465561	9.41758083668159	366125.831874816	225335.107002021	11.6879867976861	0.723220381233216	0.615290274456884	0.598764089307735
2030.68124011675	809.873730528125	8.88879744352288	335793.548220198	220049.562200747	11.2998876989819	0.722132801221487	0.602454870493966	0.576111600819974
2273.39543825712	671.597848759668	8.40742580318575	424106.383430421	180220.375012487	15.0262046257057	0.705590350033764	0.543464276075404	0.576920063640983
1491.55370042565	689.909728752567	7.40560524212432	245483.618879012	183519.502127289	10.8337553858241	0.71133886482978	0.582929173512602	0.593133831373935
1854.43426774054	759.983503345709	7.87119088923996	316529.163113359	209839.195593408	10.3912316581686	0.729824255571528	0.571933592049325	0.592054960597574
1154.01611009252	755.258912694483	6.15302309906857	230151.247678479	207813.276959725	11.7914635663064	0.705108930197282	0.590488958984523	0.59081517284729
