time	diffusion_coefficient	number_of_branches
2015.75171398298	20207.378771469	0.02
2015.7948432362	21880.2477367855	0.02
2015.83797248942	23553.3628339935	0.02
2015.88110174263	25226.7153504063	0.02
2015.92423099585	13461.9348484132	0.04
2015.96736024907	14319.8514280555	0.04
2016.01048950229	15177.8728627094	0.04
2016.05361875551	16035.994792776	0.04
2016.09674800872	11269.1486382091	0.06
2016.13987726194	11849.2936212969	0.06
2016.18300651516	9327.57561753351	0.08
2016.22613576838	9510.68575438663	0.1
2016.2692650216	13267.9648676635	0.11
2016.31239427482	11667.0066532797	0.11
2016.35552352803	10242.7817330703	0.11
2016.39865278125	8975.2182588335	0.13
2016.44178203447	7843.54657835413	0.13
2016.48491128769	6841.07423002758	0.13
2016.52804054091	4962.91379443485	0.15
2016.57116979412	3701.60879057682	0.17
2016.61429904734	3220.08640543472	0.17
2016.65742830056	2183.20087708198	0.21
2016.70055755378	1913.10577978255	0.21
2016.743686807	1516.2870239684	0.23
2016.78681606021	1351.31486075685	0.23
2016.82994531343	3718.31795433926	0.27
2016.87307456665	6539.80529362367	0.29
2016.91620381987	4048.89529881376	0.33
2016.95933307309	2589.10934887648	0.37
2017.00246232631	2103.92801298436	0.37
2017.04559157952	1600.07252607217	0.41
2017.08872083274	1409.99847174359	0.41
2017.13185008596	1241.32364010871	0.43
2017.17497933918	1096.11268473915	0.47
2017.2181085924	862.363910553826	0.52
2017.26123784561	814.586017781643	0.58
2017.30436709883	806.951632841254	0.61
2017.34749635205	760.289226245615	0.67
2017.39062560527	815.633865299076	0.69
2017.43375485849	808.27543042392	0.72
2017.4768841117	842.60729868337	0.76
2017.52001336492	851.045452537163	0.82
2017.56314261814	891.408947207169	0.82
2017.60627187136	932.464308483572	0.84
2017.64940112458	956.550551237155	0.81
2017.6925303778	1028.98748291911	0.81
2017.73565963101	1004.8349932736	0.82
2017.77878888423	1043.80759759582	0.84
2017.82191813745	1067.55062001122	0.83
2017.86504739067	2220.69953645105	0.9
2017.90817664389	4524.22560642782	0.94
2017.9513058971	7310.94167138859	0.9
2017.99443515032	9651.70829473351	0.92
2018.03756440354	9004.6212912745	1.07
2018.08069365676	46636.1251337234	1.11
2018.12382290998	23780.831302562	1.12
2018.1669521632	15631.1005769319	1.14
2018.21008141641	12728.5750578527	1.09
2018.25321066963	10512.3102387277	1.06
2018.29633992285	9168.01086966026	1.06
2018.33946917607	8236.15232666022	1.07
2018.38259842929	7517.84090089187	1.05
2018.4257276825	7208.16471266137	1.05
