time	diffusion_coefficient	number_of_branches
2016.75794025546	133.355804770995	0.1
2016.79602576797	143.245990397422	0.1
2016.83411128047	153.135916924262	0.1
2016.87219679297	163.418076866055	0.12
2016.91028230548	148.222864382142	0.14
2016.94836781798	165.710995000618	0.14
2016.98645333049	117.008234166929	0.22
2017.02453884299	139.226861442115	0.24
2017.06262435549	156.924459803735	0.3
2017.100709868	170.298622911942	0.34
2017.1387953805	194.521366292285	0.36
2017.17688089301	232.93452774899	0.36
2017.21496640551	271.346487278583	0.36
2017.25305191801	223.086520599379	0.35
2017.29113743052	239.499092692299	0.39
2017.32922294302	264.353089404973	0.41
2017.36730845553	285.897013945955	0.43
2017.40539396803	304.746347899599	0.44
2017.44347948053	321.405323776526	0.46
2017.48156499304	337.31763191683	0.53
2017.51965050554	382.32331271267	0.53
2017.55773601805	405.965803175095	0.55
2017.59582153055	448.724142293197	0.55
2017.63390704305	494.189676723821	0.57
2017.67199255556	514.391082482793	0.59
2017.71007806806	523.525187237749	0.62
2017.74816358056	537.084132503841	0.67
2017.78624909307	583.984843214461	0.67
2017.82433460557	564.002186169335	0.73
2017.86242011808	571.452067211423	0.77
2017.90050563058	598.903172242786	0.72
2017.93859114308	625.939561017819	0.76
2017.97667665559	671.100183267132	0.73
2018.01476216809	660.697348082865	0.72
2018.0528476806	401.154014871558	0.72
2018.0909331931	471.956613917948	0.71
2018.1290187056	464.01968468384	0.77
2018.16710421811	474.541211558679	0.83
2018.20518973061	518.083043125759	0.85
2018.24327524312	516.549455361705	0.91
2018.28136075562	535.691975064105	0.95
2018.31944626812	460.801623575051	0.94
2018.35753178063	527.126199149131	0.99
2018.39561729313	556.115291983984	1.03
2018.43370280564	645.71964827471	1.03
2018.47178831814	651.586345100087	1.02
2018.50987383064	594.336268910037	1
2018.54795934315	618.589533585968	1.13
2018.58604485565	652.210792435939	1.19
2018.62413036816	624.863689161969	1.24
2018.66221588066	697.9648834053	1.26
2018.70030139316	746.713998755387	1.3
2018.73838690567	1807.88428948182	1.26
2018.77647241817	3195.84374671345	1.26
2018.81455793068	4284.78625545058	1.33
2018.85264344318	5649.4978926039	1.28
2018.89072895568	6544.98487046907	1.38
2018.92881446819	4299.20169235287	1.37
2018.96689998069	4090.12086096039	1.44
2019.0049854932	3931.34286744115	1.49
2019.0430710057	3999.98864295671	1.45
2019.0811565182	4103.88981085254	1.47
2019.11924203071	4341.80870875022	1.47
2019.15732754321	4651.2195988007	1.39
2019.19541305571	4838.24502866558	1.37
2019.23349856822	4812.84951162669	1.41
2019.27158408072	5053.37617927247	1.37
2019.30966959323	5205.3716190004	1.36
2019.34775510573	5716.49990257647	1.27
2019.38584061823	5904.27229145692	1.29
2019.42392613074	6257.1917805938	1.28
