time	diffusion_coefficient	number_of_branches
2015.75171398298	20207.378771469	0
2015.7948432362	21880.2477367855	0
2015.83797248942	23553.3628339935	0
2015.88110174263	25226.7153504063	0
2015.92423099585	13461.9348484132	0
2015.96736024907	14319.8514280555	0
2016.01048950229	15177.8728627094	0
2016.05361875551	16035.994792776	0
2016.09674800872	191.69152364804	0
2016.13987726194	233.717207343572	0
2016.18300651516	171.195992593788	0
2016.22613576838	204.11482128598	0
2016.2692650216	114.280807656433	0
2016.31239427482	138.095758882582	0
2016.35552352803	181.373978022182	0
2016.39865278125	262.922988704704	0
2016.44178203447	319.755890631218	0
2016.48491128769	390.097290515062	0
2016.52804054091	366.636624670991	0
2016.57116979412	297.934389224426	0
2016.61429904734	328.616064296994	0
2016.65742830056	328.612391611769	0
2016.70055755378	352.426590570573	0
2016.743686807	296.673672574353	0
2016.78681606021	353.759597514348	0
2016.82994531343	410.84957613065	0
2016.87307456665	467.943602030935	0
2016.91620381987	406.800315568921	0
2016.95933307309	401.510556127507	0
2017.00246232631	440.796325743486	0
2017.04559157952	430.832067490281	0
2017.08872083274	353.511765362376	0
2017.13185008596	372.78863787958	0
2017.17497933918	373.444992603678	0
2017.2181085924	295.970934851638	0
2017.26123784561	392.486574296135	0
2017.30436709883	508.844672938161	0
2017.34749635205	447.743506979013	0
2017.39062560527	531.58972769812	0
2017.43375485849	565.708912723348	0
2017.4768841117	589.575624208583	0
2017.52001336492	572.97851385675	0
2017.56314261814	571.748186316346	0
2017.60627187136	642.195362678083	0
2017.64940112458	704.295293110511	0
2017.6925303778	771.364905124202	0
2017.73565963101	836.986685923556	0
2017.77878888423	907.257191688436	0
2017.82191813745	968.112709933717	0
2017.86504739067	653.718199472068	0
2017.90817664389	673.298919181949	0
2017.9513058971	722.52107716204	0
2017.99443515032	772.288189794162	0
2018.03756440354	433.701109480998	0
2018.08069365676	516.433779100662	0
2018.12382290998	563.537864728214	0
2018.1669521632	583.431802918725	0
2018.21008141641	612.546089828144	0
2018.25321066963	686.909109334065	0
2018.29633992285	782.564496767955	0
2018.33946917607	877.15962665362	0
2018.38259842929	940.686467772576	0
2018.4257276825	960.775912121331	0
2018.46885693572	1089.65894131128	0
2018.51198618894	955.049656484371	0
2018.55511544216	961.273651159871	0
2018.59824469538	820.8111527151	0
2018.6413739486	882.525643966267	0
2018.68450320181	1057.62372573637	0
2018.72763245503	977.702465919085	0
2018.77076170825	1032.78300394928	0
2018.81389096147	1332.07650940537	0
2018.85702021469	1144.60313075329	0
2018.9001494679	1515.59108867188	0
2018.94327872112	1707.47621400415	0
2018.98640797434	1863.24206309628	0
2019.02953722756	1268.43236904386	0
2019.07266648078	1371.00532310415	0
2019.11579573399	1477.00530919745	0
2019.15892498721	1308.54352173673	0
2019.20205424043	1617.25141939371	0
2019.24518349365	1634.53795805081	0
2019.28831274687	1765.0834649364	0
2019.33144200009	1977.82654873838	0
2019.3745712533	2193.33797955742	0
2019.41770050652	2388.21612078478	0
2019.46082975974	1624.90678083466	0
2019.50395901296	1938.42296094816	0
2019.54708826618	2468.94576814877	0
2019.59021751939	2141.78310696589	0
2019.63334677261	2396.37815169828	0
2019.67647602583	2047.25400496053	0
2019.71960527905	2191.81620525864	0
2019.76273453227	2315.41481893518	0
2019.80586378549	2611.76544181829	0
2019.8489930387	3072.69336526496	0
2019.89212229192	3560.19720211651	0
2019.93525154514	3798.80248218906	0
2019.97838079836	4286.76371730027	0
2020.02151005158	4484.41643971029	0
2020.06463930479	4173.74892872161	0
2020.10776855801	3710.62404248864	0
2020.15089781123	3373.46262782486	0
2020.19402706445	3594.51858123391	0
2020.23715631767	2783.09179898211	0
2020.28028557088	1703.32209947518	0
2020.3234148241	678.228669826316	0
2020.36654407732	713.172427771002	0
2020.40967333054	567.757050556868	0
2020.45280258376	563.581852912078	0
2020.49593183698	786.496538379627	0
2020.53906109019	1782.57339943297	0
2020.58219034341	1926.42903696084	0
2020.62531959663	3078.49424463989	0
2020.66844884985	4403.23892781815	0
2020.71157810307	4847.57280212932	0
2020.75470735628	3350.55042423371	0
2020.7978366095	3073.50630188716	0
2020.84096586272	3266.20653808136	0
2020.88409511594	4541.86369336945	0
2020.92722436916	4373.66385647375	0
2020.97035362238	3677.47249466203	0
2021.01348287559	3797.50845445969	0
2021.05661212881	3814.37273289841	0
2021.09974138203	4185.11356215071	0
2021.14287063525	4075.06605937773	0
2021.18599988847	2611.14524524126	0
2021.22912914168	4022.94986992368	0
2021.2722583949	4477.39598359623	0
2021.31538764812	4731.63116932684	0
2021.35851690134	5113.11580386531	0
2021.40164615456	5998.15277015109	0
2021.44477540777	6157.96773750188	0
2021.48790466099	7222.08563912231	0
2021.53103391421	6322.62560523634	0
2021.57416316743	7108.53722377897	0
2021.61729242065	7839.13191612966	0
2021.66042167387	8545.76906167189	0
2021.70355092708	9628.15039179927	0
2021.7466801803	6920.15539403139	0
2021.78980943352	6852.95108276877	0
2021.83293868674	5709.59947132121	0
2021.87606793996	7728.07839387261	0
2021.91919719317	10143.6470685947	0
2021.96232644639	9686.67263807152	1.5
2022.00545569961	12798.0963055659	3
2022.04858495283	14388.2583658569	3
2022.09171420605	18068.9455434525	3
2022.13484345927	12930.7064724789	3
2022.17797271248	20016.0497289328	4
2022.2211019657	22548.2026618562	5
2022.26423121892	26160.2934380181	8
2022.30736047214	34030.0406822042	10.5
2022.35048972536	38768.3847401545	16
2022.39361897857	44246.9666719306	19
2022.43674823179	44239.575748407	23
2022.47987748501	63996.0178204418	31
2022.52300673823	83691.1612518437	43
