time	distance_tree	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022.38927083421	891.204729953174	508.554386658527	689.091732464734	1236.46967947994	493.262310923196	715.245177855447	367.582140802467	507.901124537211	518.476559319764	514.468138694793	533.4877103492	1176.88866346127	271.014534034113	1109.733981693	653.852583309285	513.78817699317	571.930795964675	265.124264623719	893.642509337034	1159.8774235306	843.994302047344	644.36655560664	280.791031340206	1142.7654280265	1113.79684375517	324.418196204602	19.1030472805591	533.741961237661	958.224875260601	526.244667373299	430.959425869864	876.490272723144	894.285586624388	4.23578415335456	669.371124875728	224.309024721347	710.320351745663	303.8651366708	8.17979152450262	402.087628384651	508.811421187166	511.650965993215	395.099448645286	518.692530338384	1235.9846308897	531.471748690941	1231.81724725846	1191.29270503143	399.440936196204	1245.04876309092	548.968701029069	455.54412184324	1206.2149116004	796.529867147171	525.536935564785	550.508618939728	1150.06821644449	1152.57409221762	572.98098370722	518.99906305822	520.814895589861	332.082389574779	568.397427485097	301.136620923302	1287.14825424324	514.301629186236	326.150065039807	372.839887948668	521.512120532233	1216.80717764948	356.213596966139	530.476009451221	364.779106573846	929.003301745676	172.978962712638	282.303261554853	908.082831181056	933.922389869741	940.140390878343	504.159370948182	394.316734678525	374.693305040668	529.18415188723	405.113942435087	960.330677628283	531.79742862038	391.536505113883	522.31333377247	544.156474897352	514.330584352799	3.00403206402177	306.315646737419	666.434901650647	601.872322158271	983.860974069535	1244.92895257545	523.41687138962	679.338991733015	901.370920138517	523.750071375319
2022.43609771911	899.043466465364	514.483151373275	694.914533045226	1236.86061011819	497.450013767004	720.943669042153	370.70018929741	512.659198927323	523.415171862133	520.107693753495	538.887296468607	1185.11324017811	273.082357658113	1119.73143004182	659.111081098614	518.498317199981	615.858670939157	267.308480685933	901.054251609567	1169.18129713665	850.915630198091	649.326494453588	283.891094526823	1151.39398828093	1123.95091061485	327.830521629167	63.0033155981213	538.285729367987	968.002592448254	530.439585479472	431.0565611198	886.541114640462	903.27125940714	4.34320684949256	674.741283653079	294.219190337258	716.239197671438	306.825842392014	8.23156162902032	405.095209237689	513.967716706683	592.649810173816	398.496774524658	523.898922971767	1242.99961028649	535.91979117891	1231.81724725846	1203.38145170031	403.052974591707	1245.04876309092	553.661329512594	671.777085516256	1209.09204283498	865.840896390063	529.251578682332	550.532745665082	1160.86680454627	1161.56910166304	573.03995283339	523.984874806201	524.827111895254	334.555017500332	606.156104434103	303.441860263681	1295.96449467102	520.225910645378	361.925881509773	376.965849554873	526.661657402823	1229.23836212905	423.182447499017	534.704859795361	368.819818384422	930.61739673793	174.736303879206	284.825519379708	915.938945345752	940.248731431656	947.092699069662	508.175326754024	397.75545976844	378.053839725158	532.735449908502	408.145263152615	969.267352196885	536.418572515008	394.910438399489	527.443859088419	548.41233048789	518.286569319208	3.02451318527324	308.846232769698	673.225887902862	642.157797365772	983.946284503904	1244.92895257545	527.977712346873	685.544212320927	911.547459626721	528.168762439168
2022.48292460401	906.881727437248	520.412125625764	706.162617863399	1237.25164261871	501.637832282838	726.641862659452	373.81817392466	517.417410953153	528.353931705259	525.747455596042	544.286661819564	1193.33718288857	275.150143721359	1129.72925545105	664.369673010505	523.208590772162	659.810037846714	269.492739289125	908.466274388241	1178.48548860949	857.836592769015	654.28651860369	286.991143787885	1160.02282088096	1134.15561767395	331.242814859338	182.63113476343	542.829340633214	977.78075894681	534.634371062042	431.153699734292	896.59246876392	912.256319844423	4.45442233031618	680.111230827673	364.104985845033	722.158266376351	309.786565046793	8.28333172587504	408.102839813563	519.123812968558	675.968261387492	401.89416131906	529.105106325561	1243.25377657178	540.367679223042	1231.81724725846	1215.46883203434	406.664934179516	1245.04876309092	553.674880477777	887.768066283223	1211.9721957027	935.898021182137	532.966119631282	550.556902688991	1171.66582976595	1170.56336514271	573.098941676227	528.970504212646	528.839424983286	337.02762871611	643.920116224549	305.747109370475	1304.78096570166	526.149934738948	419.932963768866	381.091701701587	531.810998493894	1239.06463333248	490.123415610763	538.933818339224	372.860423474104	932.23300029521	205.147277368757	287.347818870737	923.795373366195	946.574758625294	954.045244981514	512.191381991817	401.194118199268	381.414436528801	536.286653017729	411.17651969518	974.324114801568	541.039543285622	398.284298874515	532.574544008551	559.617491379133	522.242648651495	3.0449943095342	311.376828536996	680.017029789146	682.43960825135	984.031614438494	1244.92895257545	532.53867691544	691.749152910243	921.724372437128	532.587307712068
2022.52975148891	914.719511397003	526.341308896173	801.055373051816	1237.64277688385	505.825766242689	732.339757803784	376.936094582172	522.175760333572	533.292838536786	531.387423673616	549.685805959655	1201.56048861226	277.21789218771	1139.72745305416	669.628358173861	527.918997443711	703.78245535414	271.677040390416	915.878576549	1187.7899940759	864.757188789958	659.246627329071	290.091179056463	1168.65192271207	1144.40959394383	334.655075740488	302.181903047452	547.372794766747	1119.32282596423	538.82902391524	431.250841711	906.644332428557	921.240765797299	97.8769288781036	685.480965447108	433.964298200208	728.077556712027	312.747304519003	8.33510181304531	411.110520017544	533.857205234209	760.827857562028	405.291608903737	534.311079982174	1243.50839061152	544.815412554517	1231.81724725846	1227.55483669214	410.27681482923	1245.04876309092	553.688486472164	977.823831577604	1214.85534835138	1006.53822868611	536.680558273048	550.581090007494	1182.46528570443	1179.55687881232	573.157950229657	533.955950948419	532.851834688409	339.500223164398	681.689140300699	308.052368188279	1313.59766407243	532.073700916034	481.158956713131	385.217444162725	536.960143438875	1239.06463333248	557.035492379071	543.162884885451	376.900921619529	933.850104565425	317.598307145698	289.870159995204	931.65211388243	952.900470666486	960.998027727562	516.207536488172	404.632709877564	384.775095321786	539.837761089847	414.207711954932	974.377271152054	545.660340603877	401.658086420012	537.70538818296	581.157757160169	526.198822190752	3.06547543379767	313.907433978603	686.808325433161	722.716436356368	984.116963868186	1244.92895257545	537.099764859532	697.95381199908	931.901653829758	537.00570695539
2022.57657837381	922.556816872011	532.27070066493	897.308415349343	1238.03401281604	510.013815418634	738.037353571371	380.053951167894	526.934246787626	538.23189204451	537.027597437623	554.992649205568	1209.78315436727	279.285603021011	1149.72601798507	674.88713571766	532.629536948701	747.773992217653	273.861383946864	923.291156968212	1197.094809663	871.677417290381	664.206819901895	293.191200265741	1177.28129065999	1154.71151038369	337.093649857509	421.648913632095	551.916091501984	1238.9107230903	543.023543833286	431.347987047541	916.696702970647	930.224595125443	223.733669018408	690.850486558833	503.79502371504	733.997067530343	315.708060692581	132.096310836928	414.118249754932	580.190860965518	846.749370351965	408.689117154007	539.516843523922	1243.76345213596	549.262990904445	1231.81724725846	1239.63945632515	413.888616410466	1245.04876309092	591.462961558713	977.823831577604	1217.74147911184	1077.63985636098	540.394894469102	550.605307616609	1193.26516596305	1188.54963882549	573.21697848756	538.941214684318	536.864340845174	341.972800787547	699.420480040085	310.357636661773	1313.79953166277	537.99720862555	544.508877955713	389.343076712019	542.109091871025	1239.06463333248	623.917706713608	547.392059236782	380.941312597351	935.468701743231	439.884888919611	292.392542720491	939.509165534995	959.225866770772	967.951046421793	520.223790069747	408.071234709942	388.135815974414	543.388773999757	417.238839824053	974.430428889685	550.280964141392	405.031800916932	542.836391261874	607.674274663142	530.155089778085	3.08595655952746	316.438049033843	693.599772958745	762.987205489037	984.202332787845	1244.92895257545	541.660975943407	704.158188085259	942.079299065268	541.423959930481
2022.62340525871	930.39364238867	538.200300412595	994.507109936201	1238.42535031782	514.201979582707	743.734649058038	383.171743579742	531.692870034362	543.171091916235	542.667976339555	554.996905705079	1218.00517717003	281.353276185076	1159.72494537784	680.146004770808	537.34020902124	791.783086225238	276.045769915418	930.704014522489	1206.39993149793	878.597277299052	669.16709559433	296.291207348869	1185.9109216105	1165.06007860872	337.373308640824	541.026758400547	556.459230572139	1238.95377018177	547.217930610251	431.445135741609	926.749577727472	939.20780568689	349.514097726226	696.219793210017	573.595059332818	739.916797683211	318.668833451393	301.896922243071	417.126028930956	626.533032273226	933.424239629133	412.086685945122	544.722396532824	1244.01896087507	553.710414003826	1231.81724725846	1251.72268157726	417.500338792782	1245.04876309092	680.542222991218	977.823831577604	1220.63056649607	1149.11045555258	544.109128080815	550.629555512332	1204.0654641432	1197.5416413335	573.276026443878	543.926295090949	540.876943288108	344.445361527815	699.492260996496	312.173022460976	1313.79953166277	543.920457316085	609.310952725123	393.468599123298	547.257843423466	1239.06463333248	690.76910500868	551.621341195959	384.981596184144	937.088784069709	565.598270764936	293.84559278242	947.36652696478	965.550946153211	974.904300178377	524.240142563217	411.50969260289	391.496598356912	546.939691622308	420.26990319464	974.483588014207	554.901413569646	408.40544224625	547.967552895578	638.537464422136	534.111451254621	3.10643768669478	318.968673642031	700.391370489667	803.251020797056	984.287721192354	1244.92895257545	546.222309931361	710.57124318006	952.257303404627	545.842066398503
2022.67023214361	938.229986472445	544.130107619894	1092.38007708541	1238.81678929184	518.390258507077	749.431643359278	557.493417472254	536.451629792896	567.413266089409	548.308559831072	555.00117996082	1226.22655403536	283.420911643787	1169.72423036678	685.404964462254	542.051013395482	835.808447505303	278.230198253218	938.117148088762	1215.70535570801	885.516767844263	674.127453678551	299.391200239073	1194.54081244945	1175.45404962709	337.653230893202	660.310119117941	557.637786169107	1238.99684208654	551.412184040177	572.41538708848	936.802954037459	948.190395338145	475.189470150284	701.588884447572	643.362299307005	745.836746022679	321.629622679279	471.529796665764	420.13385745095	672.883080490689	1020.64573583493	413.5661937489	548.290209326348	1244.27491655858	558.157681583537	1231.81724725846	1252.35939744243	421.111981845696	1245.04876309092	770.680388222071	977.823831577604	1223.52258919578	1220.87860871244	547.823258969486	550.65383369069	1214.86617384652	1206.53288248538	573.33509409249	548.911191838763	544.889641851759	520.489729800223	699.564046952254	363.591973616194	1313.79953166277	549.843446435944	675.137979398134	397.594011170249	552.406397729086	1239.06463333248	757.588741508228	555.850730565757	976.611484096713	938.710343832078	692.817510651087	293.84559278242	955.224196813034	970.0204909286	979.977832001007	528.256593795273	414.948083462906	394.857442339537	550.490513832288	423.30090195879	974.53674852539	559.521688559959	411.779010288874	553.09887273442	673.139875982201	538.067906461542	3.12691881671608	321.4993077424	707.183116149703	843.507125300374	984.373129076591	1244.92895257545	550.783766587747	835.009200300416	962.435662109305	550.260026120614
2022.71705902851	946.065847648031	550.060121767789	1190.7427267457	1239.20832964082	522.578651963907	755.128335570377	801.890433894944	541.210525782512	699.205896566218	553.949347364055	555.005471972374	1232.99956391131	285.488509360977	1179.7238680866	690.664013921007	546.761949805761	879.848990736773	280.414668917324	945.530556544413	1225.01107842087	892.435887953854	679.08789342676	578.021290435322	1203.17096006297	1185.89221260603	569.934810396837	779.49366736736	557.867551411609	1239.03993880184	553.290043973437	793.749769409747	946.856829240254	957.172361934326	553.332206692325	706.957759318323	765.410688815476	751.756911401014	371.273570267818	640.978719332152	423.141735220243	701.90324649686	1108.27044400744	456.724728064995	548.871119695933	1244.53131891593	562.604793374449	1231.81724725846	1252.35939744243	424.723545438736	1245.04876309092	861.555929580524	977.823831577604	1226.41752608078	1229.46118965879	551.537286996432	550.678142147679	1225.66728867497	1215.52335842805	573.394181427326	553.895904598203	548.902436370805	773.321715811869	699.635837905836	542.230906326891	1313.79953166277	551.994581471163	1234.40678948588	401.71931262653	557.554754420778	1239.06463333248	824.375673291225	651.736918632252	976.611484096713	940.33337336348	820.789595496245	293.84559278242	979.088041282218	970.260204877454	979.977832001007	532.273143592718	557.132289211607	413.965230532988	554.041240504516	426.331836008644	974.589910422997	560.977303364328	664.815888820153	558.230350428972	710.926023871221	542.024455240082	83.404706480418	381.074012651647	710.987882935457	883.754868313054	984.458556435414	1244.92895257545	555.345345677047	961.748564615273	972.614370441317	554.67783885787
2022.7638859134	953.901224439087	553.999358722122	1238.27058122432	1239.5999712676	526.767159725476	760.824724786173	963.308756198343	545.969557722463	833.450017660374	579.664858369995	555.009781739321	1233.06945253413	287.556069300465	1189.7238536721	695.923152276048	551.473017986365	923.903786660817	282.599181864788	952.94423876702	1234.3170957641	898.079720772922	684.04841411116	943.878213509508	1211.80136133716	1196.37339366726	866.032535369678	898.572042005699	558.097326780095	1239.08306032492	554.390754763076	986.255057990835	956.911200676481	966.153703328858	553.332206692325	712.326416868734	1111.44039455898	757.677292670549	802.104873487588	810.228782048062	426.149662144138	702.017919691901	1196.19578367878	559.057311975227	548.871119695933	1244.78816767632	567.051749107276	1231.81724725846	1252.35939744243	477.363025343964	1245.04876309092	952.965765816807	977.823831577604	1229.3153561973	1229.79054054906	555.251212022912	550.702480879309	1236.46880223053	1224.51306530603	573.453288442266	557.778409402413	552.915326679849	1035.96086682509	699.707633855685	720.929385753202	1313.79953166277	552.053539604068	1234.53357946519	469.73477875239	558.014669333491	1239.06463333248	891.128957444682	813.236247434849	976.611484096713	941.957865042665	949.160606701532	293.84559278242	1023.39372083532	970.499956789373	979.977832001007	536.289791782328	971.322180708104	560.710737220204	557.591871513735	429.36270523626	974.643073706794	561.016564352033	966.73014220173	563.361985629808	751.406203425351	545.981097431471	205.438587942949	648.389399194774	710.987882935457	923.993682124351	984.544003263712	1244.92895257545	824.621277155117	1089.94469855713	982.793423662991	559.095504371231
2022.8107127983	958.819959166225	714.115883103061	1238.39461123679	1239.99171407513	530.955781563993	766.520810101232	963.41296687001	547.262447126994	969.155253283188	742.531328498667	555.014109261258	1233.13934427467	289.623591426087	1199.72418225826	699.111868402184	556.184217671706	976.53743277554	284.783737052671	960.358193634522	1243.62340386548	898.279061131378	689.009015003929	1236.91758758935	1220.43201315821	1206.89645471315	1170.65640721867	990.800920483078	667.529678330112	1239.08306032492	555.492187176409	986.268961006344	966.96606568786	975.134417373646	553.332206692325	806.851946804989	1236.4652315879	763.597888683722	952.875363669686	973.000851752526	545.199169591147	702.124330040843	1245.24371796431	559.141160804546	548.871119695933	1245.04546256867	567.219227752674	1231.81724725846	1252.35939744243	841.698068314852	1245.04876309092	1044.77509965918	977.823831577604	1232.21605876647	1230.12011591338	557.963273283018	550.726849881559	1247.27070811529	1233.50199926156	573.512415131238	594.361879986164	555.667857750101	1239.47755867064	699.779434800254	899.511894967127	1313.79953166277	552.063260467292	1234.66037415107	977.713260764011	558.228829836846	1239.06463333248	957.8476493583	977.10455181057	976.611484096713	943.58381129367	1077.74131805177	398.380418318804	1069.02856632979	970.739746635261	979.977832001007	540.306538190901	971.322180708104	562.317946743016	560.056503108284	984.894482184808	974.696238376535	561.055832487385	966.934652616073	568.493777987607	794.159165682073	549.937832876987	913.123816422802	915.22336853627	710.987882935457	964.223064526513	984.544003263712	1244.92895257545	1147.54609087564	1219.09773942048	992.97281703703	562.788540664755
2022.8575396832	958.819959166225	1178.90232687526	1238.39461123679	1240.38355796641	571.466837985455	768.914367278432	963.465187348416	745.712024300891	1105.8001744014	907.831944485822	586.334647739186	1233.2092391324	385.037824428269	1209.72484898039	699.111868402184	710.835163326235	1054.38265180757	479.464640209257	1099.51704682986	1252.92999885298	898.335486049127	693.969695377351	1237.19720204479	1229.06291241252	1217.46029228346	1239.72941141954	991.105233367931	697.230485812704	1239.08306032492	555.492187176409	986.282864020568	977.021421617312	977.998016339775	594.994957924956	1254.02916372889	1236.4652315879	805.368490093677	952.875363669686	973.194365817079	545.220083289563	702.124330040843	1245.34308229877	598.88443523852	557.074512219299	1245.30320332168	587.312720620859	1231.81724725846	1252.35939744243	998.81217987687	1245.04876309092	1136.89055857475	977.823831577604	1235.11961318278	1230.31630854653	673.552394196269	550.782867351908	1258.0729999316	1235.20530100435	573.571561488149	635.106930085641	555.692232063045	1239.47755867064	699.851240738027	974.775744145496	1313.79953166277	552.103593050853	1234.66037415107	977.713260764011	558.320885032864	1239.06463333248	979.788338384161	1142.35217875322	976.611484096713	1020.34286952142	1102.54029170431	520.952120161578	1115.82820014726	970.979574386056	1222.05579279119	544.323382645376	971.322180708104	562.317946743016	560.056503108284	984.894482184808	974.749404431996	561.055832487385	967.139173717261	569.020326515177	838.828242174428	564.003583437237	1234.81861041174	975.08322704216	710.987882935457	970.293938283052	984.544003263712	1244.92895257545	1238.05134601585	1239.67915391721	1003.15254582667	618.060882140073
2022.9043665681	958.819959166225	1233.54774945689	1238.39461123679	1240.77550284457	1232.6571798193	769.117675173165	963.507811633372	1078.24950793654	1230.37111728116	1074.4863507296	646.309866261462	1233.26563076993	482.01589585917	1219.72584897384	699.194394131443	884.297962232487	1136.22820888269	594.956612466699	1228.85905856487	1262.03445456566	898.391916403283	697.299079538375	1237.34392473928	1237.69405598648	1228.06383644227	1239.72941141954	991.26845692244	697.295254689507	1239.08306032492	562.735068476853	986.296767033528	1092.98523206189	978.388149677499	670.979615211294	1254.26404352027	1236.4652315879	911.933728286096	952.875363669686	973.408536884515	545.306846690687	702.124330040843	1245.34308229877	648.957223605797	617.028210655294	1245.56138966377	666.734903373883	1231.81724725846	1252.35939744243	998.934309224135	1245.04876309092	1229.24500624481	977.823831577604	1238.02599901244	1230.44506779875	699.730048323317	551.026479807326	1258.1505702169	1235.20530100435	573.630727506896	676.480797567604	662.147758554795	1239.47755867064	699.92305166745	974.830228738547	1313.79953166277	552.143928717371	1234.66037415107	977.713260764011	700.069584555311	1239.06463333248	979.931631211901	1240.42195354411	976.611484096713	1115.21229908468	1102.67755671675	648.020431058578	1163.65069033014	971.219440012723	1240.56274900101	548.340324972645	971.322180708104	601.097315426104	673.953056110398	984.894482184808	974.802571872935	561.055832487385	967.343705497989	578.598328855087	1184.94234218489	879.313914737431	1234.87933411967	975.140130140337	710.987882935457	970.293938283052	984.544003263712	1244.92895257545	1238.10097622211	1239.99783514718	1006.6791283163	675.48979506271
2022.951193453	958.819959166225	1233.54774945689	1238.39461123679	1240.90022862132	1232.88399495705	769.321000592742	963.507811633372	1229.0493338496	1230.37111728116	1241.97096101976	702.045222063841	1233.26563076993	903.582404268962	1229.72717737409	699.28397286069	1239.76764336933	1218.18988790937	844.351203988616	1229.23685382484	1262.03445456566	898.448352192829	697.537192179515	1237.49111466507	1241.95520373518	1232.7230086487	1239.72941141954	991.427866564183	697.360325529576	1239.08306032492	651.973100821864	986.310670045207	1238.3016370633	978.469538700158	705.21382838501	1254.49892925213	1236.4652315879	1020.91597802283	952.875363669686	973.622733033241	667.149493427067	702.124330040843	1245.34308229877	699.178774775684	676.995324878575	1245.96168291107	686.612229695851	1231.81724725846	1252.35939744243	999.009475192441	1245.04876309092	1238.86581149667	977.823831577604	1238.77492320317	1230.5738344446	700.020502654374	635.041458060373	1258.1505702169	1235.20530100435	1012.55330520349	700.673643440608	907.524504014462	1239.47755867064	699.994867586969	974.884714003915	1313.79953166277	552.235825048466	1234.70459190448	977.713260764011	700.496650591895	1239.06463333248	980.208845641908	1240.4676454972	976.611484096713	1212.44021472554	1102.81482173841	864.697216430834	1212.37351161742	971.459343486239	1240.59658529591	550.307531266703	971.322180708104	667.658756497792	696.47370896158	984.894482184808	974.855740699105	689.147646643657	967.343705497989	920.916847033745	1231.28592006344	1202.5054549508	1234.94005848946	975.197055385414	710.987882935457	970.293938283052	984.684461220747	1244.92895257545	1238.15060648995	1240.31652127789	1006.78320943415	694.789380214433
